PomBase:SPAC212.08c	UniProtKB:Q9HGP7
PomBase:SPBC17D1.04	UniProtKB:Q10204
PomBase:SPBC17D1.05	UniProtKB:Q10203
PomBase:SPBC17D1.07c	UniProtKB:Q10201
PomBase:SPBC11C11.01	UniProtKB:Q10200
PomBase:SPBC11C11.02	UniProtKB:Q10199
PomBase:SPBC11C11.07	UniProtKB:Q10192
PomBase:SPBC11C11.11c	UniProtKB:Q1MTR1
PomBase:SPBC3B8.11	UniProtKB:O59719
PomBase:SPBC3B8.10c	UniProtKB:O59718
PomBase:SPBC3B8.09	UniProtKB:Q1MTS0
PomBase:SPBC3B8.07c	UniProtKB:O59715
PomBase:SPBC3B8.04c	UniProtKB:O59712
PomBase:SPBC3B8.02	UniProtKB:P79007
PomBase:SPBC3B8.01c	UniProtKB:O59710
PomBase:SPBC13A2.01c	UniProtKB:Q9P383
PomBase:SPBC13A2.03	UniProtKB:Q9P381
PomBase:SPBC4B4.04	UniProtKB:O74965
PomBase:SPBC4B4.07c	UniProtKB:O74968
PomBase:SPBC4B4.08	UniProtKB:O74969
PomBase:SPBC2G2.03c	UniProtKB:O43002
PomBase:SPBC2G2.06c	UniProtKB:O43005
PomBase:SPBC2G2.07c	UniProtKB:O43006
PomBase:SPBC2G2.10c	UniProtKB:O43009
PomBase:SPBC2G2.12	UniProtKB:O43011
PomBase:SPBC2G2.16	UniProtKB:O43014
PomBase:SPBC2G2.17c	UniProtKB:O43015
PomBase:SPBC1718.01	UniProtKB:P87060
PomBase:SPBC1718.03	UniProtKB:Q9P7P1
PomBase:SPBC1718.06	UniProtKB:P87320
PomBase:SPBC1718.07c	UniProtKB:P47979
PomBase:SPBC1105.01	UniProtKB:Q9Y824
PomBase:SPBC1105.02c	UniProtKB:Q9Y823
PomBase:SPBC1105.03c	UniProtKB:Q9Y822
PomBase:SPBC1105.10	UniProtKB:Q9Y817
PomBase:SPBC1105.12	UniProtKB:P09322
PomBase:SPBC1105.16c	UniProtKB:Q9Y813
PomBase:SPBC1105.18c	UniProtKB:Q9Y811
PomBase:SPBC887.03c	UniProtKB:O94288
PomBase:SPBC887.05c	UniProtKB:O94290
PomBase:SPBC887.06c	UniProtKB:O94291
PomBase:SPBC887.08	UniProtKB:O94293
PomBase:SPBC887.09c	UniProtKB:O94294
PomBase:SPBC887.11	UniProtKB:O94295
PomBase:SPBC887.12	UniProtKB:O94296
PomBase:SPBC887.15c	UniProtKB:O94298
PomBase:SPBC887.17	UniProtKB:O94300
PomBase:SPBC418.01c	UniProtKB:O94303
PomBase:SPBC16D10.01c	UniProtKB:Q1MTN8
PomBase:SPBC16D10.05	UniProtKB:Q9Y719
PomBase:SPBC16D10.06	UniProtKB:O94639
PomBase:SPBC16D10.07c	UniProtKB:O94640
PomBase:SPBC16D10.08c	UniProtKB:O94641
PomBase:SPBC16D10.09	UniProtKB:Q03392
PomBase:SPBC16D10.10	UniProtKB:O94642
PomBase:SPBC317.01	UniProtKB:Q9HGP0
PomBase:SPBP8B7.01c	UniProtKB:O94251
PomBase:SPBP8B7.04	UniProtKB:O94254
PomBase:SPBP8B7.05c	UniProtKB:O94255
PomBase:SPBP8B7.07c	UniProtKB:O94256
PomBase:SPBP8B7.08c	UniProtKB:O94257
PomBase:SPBP8B7.10c	UniProtKB:O94259
PomBase:SPBP8B7.12c	UniProtKB:O94261
PomBase:SPBP8B7.14c	UniProtKB:O94263
PomBase:SPBP8B7.20c	UniProtKB:O94268
PomBase:SPBP8B7.19	UniProtKB:O94267
PomBase:SPBP8B7.23	UniProtKB:O94271
PomBase:SPBP8B7.24c	UniProtKB:O94272
PomBase:SPBP8B7.25	UniProtKB:O94273
PomBase:SPBP8B7.26	UniProtKB:O94274
PomBase:SPBP8B7.27	UniProtKB:O94275
PomBase:SPBP8B7.29	UniProtKB:O94277
PomBase:SPBP8B7.30c	UniProtKB:O94278
PomBase:SPBC19F5.01c	UniProtKB:P25009
PomBase:SPBC19F5.04	UniProtKB:O60163
PomBase:SPBC25D12.02c	UniProtKB:O74354
PomBase:SPBC25D12.03c	UniProtKB:O75001
PomBase:SPBC25D12.05	UniProtKB:Q9P804
PomBase:SPBC25D12.06	UniProtKB:O74356
PomBase:SPBC13G1.02	UniProtKB:O60064
PomBase:SPBC13G1.03c	UniProtKB:O60065
PomBase:SPBC13G1.04c	UniProtKB:O60066
PomBase:SPBC13G1.05	UniProtKB:O60067
PomBase:SPBC13G1.08c	UniProtKB:O60070
PomBase:SPBC13G1.09	UniProtKB:O60071
PomBase:SPBC13G1.10c	UniProtKB:O60072
PomBase:SPBC13G1.11	UniProtKB:O60073
PomBase:SPBC13G1.13	UniProtKB:P87303
PomBase:SPBC31F10.02	UniProtKB:P87304
PomBase:SPBC31F10.05	UniProtKB:P87307
PomBase:SPBC31F10.06c	UniProtKB:Q01475
PomBase:SPBC31F10.07	UniProtKB:P87308
PomBase:SPBC31F10.09c	UniProtKB:P87310
PomBase:SPBC31F10.11c	UniProtKB:P87312
PomBase:SPBC31F10.13c	UniProtKB:P87314
PomBase:SPBC31F10.14c	UniProtKB:P87315
PomBase:SPBC31F10.15c	UniProtKB:P87316
PomBase:SPBC21C3.04c	UniProtKB:Q9P7L9
PomBase:SPBC21C3.08c	UniProtKB:Q9P7L5
PomBase:SPBC21C3.09c	UniProtKB:Q9P7L4
PomBase:SPBC21C3.12c	UniProtKB:Q9P7L1
PomBase:SPBC21C3.13	UniProtKB:P58234
PomBase:SPBC21C3.15c	UniProtKB:Q9P7K9
PomBase:SPBC21C3.16c	UniProtKB:Q9P7K8
PomBase:SPBC23E6.02	UniProtKB:O60177
PomBase:SPBC23E6.03c	UniProtKB:O60178
PomBase:SPBC23E6.04c	UniProtKB:O60179
PomBase:SPBC23E6.07c	UniProtKB:O60182
PomBase:SPBC23E6.08	UniProtKB:O60183
PomBase:SPBC23E6.10c	UniProtKB:O60185
PomBase:SPBC211.03c	UniProtKB:Q9P7R8
PomBase:SPBC211.06	UniProtKB:Q9P7R5
PomBase:SPBC211.07c	UniProtKB:Q9P7R4
PomBase:SPBC1604.25	UniProtKB:C6Y4C1
PomBase:SPBC1604.20c	UniProtKB:Q1MTQ1
PomBase:SPBC1604.19c	UniProtKB:O94731
PomBase:SPBC1604.18c	UniProtKB:O94730
PomBase:SPBC1604.15	UniProtKB:O94380
PomBase:SPBC1604.14c	UniProtKB:P50527
PomBase:SPBC1604.13c	UniProtKB:O94379
PomBase:SPBC1604.12	UniProtKB:O94378
PomBase:SPBC1604.11	UniProtKB:O94377
PomBase:SPBC1604.10	UniProtKB:O94376
PomBase:SPBC1604.09c	UniProtKB:O94375
PomBase:SPBC1604.07	UniProtKB:O94373
PomBase:SPBC1604.06c	UniProtKB:O94372
PomBase:SPBC1604.02c	UniProtKB:O94368
PomBase:SPBC1604.01	UniProtKB:O94632
PomBase:SPBC1677.03c	UniProtKB:O94634
PomBase:SPBC26H8.01	UniProtKB:P40998
PomBase:SPBC26H8.03	UniProtKB:O74787
PomBase:SPBC26H8.14c	UniProtKB:Q9P7Z7
PomBase:SPBC26H8.12	UniProtKB:O74794
PomBase:SPBC32C12.03c	UniProtKB:O59697
PomBase:SPBC3B9.21	UniProtKB:Q9P805
PomBase:SPBC3B9.05	UniProtKB:O43034
PomBase:SPBC3B9.07c	UniProtKB:O43036
PomBase:SPBC3B9.08c	UniProtKB:O43037
PomBase:SPBC3B9.12	UniProtKB:O43041
PomBase:SPBC3B9.17	UniProtKB:O43045
PomBase:SPBC3B9.18c	UniProtKB:O43046
PomBase:SPBC3B9.19	UniProtKB:O43047
PomBase:SPBC215.02	UniProtKB:O94307
PomBase:SPBC215.04	UniProtKB:O94309
PomBase:SPBC215.05	UniProtKB:P21696
PomBase:SPBC215.06c	UniProtKB:O94311
PomBase:SPBC215.07c	UniProtKB:O94312
PomBase:SPBC215.09c	UniProtKB:Q9UQW6
PomBase:SPBC215.12	UniProtKB:O94316
PomBase:SPBC215.13	UniProtKB:O94317
PomBase:SPBC215.15	UniProtKB:O94319
PomBase:SPBC1347.01c	UniProtKB:O94623
PomBase:SPBC1347.02	UniProtKB:O74191
PomBase:SPBC1347.05c	UniProtKB:O94625
PomBase:SPBC1347.06c	UniProtKB:P40233
PomBase:SPBC1347.08c	UniProtKB:O94627
PomBase:SPBC1347.09	UniProtKB:O94628
PomBase:SPBC1347.11	UniProtKB:O94629
PomBase:SPBC1347.13c	UniProtKB:O94631
PomBase:SPBC56F2.10c	UniProtKB:O60061
PomBase:SPBC56F2.08c	UniProtKB:O60059
PomBase:SPBC56F2.05c	UniProtKB:O60056
PomBase:SPBC56F2.01	UniProtKB:O60053
PomBase:SPBC56F2.14	UniProtKB:P62506
PomBase:SPBC1861.04c	UniProtKB:Q9USY2
PomBase:SPBC1861.05	UniProtKB:Q9USY1
PomBase:SPBC1861.07	UniProtKB:Q9USX9
PomBase:SPBC14F5.01	UniProtKB:O60098
PomBase:SPBC14F5.02	UniProtKB:O60099
PomBase:SPBC14F5.04c	UniProtKB:O60101
PomBase:SPBC14F5.06	UniProtKB:O60102
PomBase:SPBC14F5.10c	UniProtKB:O60106
PomBase:SPBC14F5.11c	UniProtKB:O60107
PomBase:SPBC14F5.12c	UniProtKB:O60108
PomBase:SPBC3F6.03	UniProtKB:Q92375
PomBase:SPBC3F6.04c	UniProtKB:O43051
PomBase:SPBC342.02	UniProtKB:Q9Y7Y8
PomBase:SPBC342.03	UniProtKB:Q9Y7Y7
PomBase:SPBC342.04	UniProtKB:Q9Y7Y6
PomBase:SPBC342.05	UniProtKB:P87074
PomBase:SPBC16G5.01	UniProtKB:P50524
PomBase:SPBC16G5.02c	UniProtKB:O60116
PomBase:SPBC16G5.04	UniProtKB:O60118
PomBase:SPBC16G5.06	UniProtKB:O60120
PomBase:SPBC16G5.08	UniProtKB:O60122
PomBase:SPBC16G5.10	UniProtKB:O60124
PomBase:SPBC16G5.12c	UniProtKB:O60126
PomBase:SPBC16G5.14c	UniProtKB:O60128
PomBase:SPBC16G5.15c	UniProtKB:O60129
PomBase:SPBC16G5.17	UniProtKB:O60131
PomBase:SPBC16G5.18	UniProtKB:Q09195
PomBase:SPBC16G5.19	UniProtKB:Q96VG0
PomBase:SPBC1652.01	UniProtKB:Q9P7B0
PomBase:SPBC1652.02	UniProtKB:Q92367
PomBase:SPBC16A3.19	UniProtKB:O42924
PomBase:SPBC16A3.17c	UniProtKB:O42922
PomBase:SPBC16A3.16	UniProtKB:O42921
PomBase:SPBC16A3.15c	UniProtKB:P04688
PomBase:SPBC16A3.14	UniProtKB:O42919
PomBase:SPBC16A3.10	UniProtKB:O42916
PomBase:SPBC16A3.09c	UniProtKB:O42915
PomBase:SPBC16A3.08c	UniProtKB:Q1L854
PomBase:SPBC16A3.08c	UniProtKB:O42914
PomBase:SPBC16A3.07c	UniProtKB:O42913
PomBase:SPBC16A3.06	UniProtKB:O42912
PomBase:SPBC543.03c	UniProtKB:Q9HGM8
PomBase:SPBC543.05c	UniProtKB:Q9HGM6
PomBase:SPBC543.06c	UniProtKB:Q9HGM5
PomBase:SPBC543.08	UniProtKB:Q9HGM4
PomBase:SPBC543.09	UniProtKB:Q9HGM3
PomBase:SPBC543.10	UniProtKB:Q9HGM2
PomBase:SPBC16C6.01c	UniProtKB:O42925
PomBase:SPBC16C6.02c	UniProtKB:O42926
PomBase:SPBC16C6.04	UniProtKB:O42928
PomBase:SPBC16C6.08c	UniProtKB:O42932
PomBase:SPBC16C6.12c	UniProtKB:O42936
PomBase:SPBC244.02c	UniProtKB:O60188
PomBase:SPBC1539.02	UniProtKB:Q9Y7Z6
PomBase:SPBC1539.03c	UniProtKB:P50514
PomBase:SPBC1539.04	UniProtKB:Q9Y7Z5
PomBase:SPBC1539.07c	UniProtKB:P78870
PomBase:SPBC1539.08	UniProtKB:Q9Y7Z2
PomBase:SPBC1539.09c	UniProtKB:Q92370
PomBase:SPBC1539.10	UniProtKB:Q9Y7Z1
PomBase:SPBC1289.01c	UniProtKB:O94614
PomBase:SPBC1289.02c	UniProtKB:O43120
PomBase:SPBC1289.03c	UniProtKB:P28748
PomBase:SPBC1289.06c	UniProtKB:O94615
PomBase:SPBC1289.08	UniProtKB:O94617
PomBase:SPBC1289.10c	UniProtKB:O94619
PomBase:SPBC1289.13c	UniProtKB:O94622
PomBase:SPBC1289.15	UniProtKB:Q9URU4
PomBase:SPBC1289.16c	UniProtKB:O42890
PomBase:SPBC8E4.05c	UniProtKB:O42889
PomBase:SPBC8E4.03	UniProtKB:O42887
PomBase:SPBC8E4.12c	UniProtKB:C6Y4C3
PomBase:SPBC8E4.02c	UniProtKB:O42886
PomBase:SPBP4G3.02	UniProtKB:Q9UTX1
PomBase:SPBP4G3.02	UniProtKB:P08091
PomBase:SPBPB2B2.02	UniProtKB:Q9HDV1
PomBase:SPBPB2B2.09c	UniProtKB:Q9HDU6
PomBase:SPBPB2B2.10c	UniProtKB:Q9HDU5
PomBase:SPBPB2B2.15	UniProtKB:Q9P3V4
PomBase:SPBPB2B2.17c	UniProtKB:Q9HDU0
PomBase:SPBPB2B2.19c	UniProtKB:Q9P3V8
PomBase:SPBCPT2R1.01c	UniProtKB:Q9P3V9
PomBase:SPCC757.03c	UniProtKB:O74914
PomBase:SPCC757.06	UniProtKB:O74917
PomBase:SPCC757.08	UniProtKB:O74918
PomBase:SPCC757.10	UniProtKB:O74920
PomBase:SPCC757.11c	UniProtKB:O74921
PomBase:SPCC757.13	UniProtKB:O74923
PomBase:SPCC613.01	UniProtKB:O74901
PomBase:SPCC613.03	UniProtKB:O74903
PomBase:SPCC613.04c	UniProtKB:O74994
PomBase:SPCC613.06	UniProtKB:O74905
PomBase:SPCC613.08	UniProtKB:O74907
PomBase:SPCC613.09	UniProtKB:O74908
PomBase:SPCC613.10	UniProtKB:P78761
PomBase:SPCC613.11c	UniProtKB:O74909
PomBase:SPCC330.01c	UniProtKB:Q9UU12
PomBase:SPCC330.01c	UniProtKB:P79051
PomBase:SPCC330.19c	UniProtKB:Q8J1M7
PomBase:SPCC330.06c	UniProtKB:O14313
PomBase:SPCC330.07c	UniProtKB:Q12519
PomBase:SPCC330.08	UniProtKB:O74878
PomBase:SPCC330.12c	UniProtKB:O74882
PomBase:SPCC330.14c	UniProtKB:O74884
PomBase:SPCC320.14	UniProtKB:O59791
PomBase:SPCC320.12	UniProtKB:Q1MTR0
PomBase:SPCC320.10	UniProtKB:O59787
PomBase:SPCC320.09	UniProtKB:O59786
PomBase:SPCC320.08	UniProtKB:O59785
PomBase:SPCC320.05	UniProtKB:O59782
PomBase:SPCC1235.03	UniProtKB:O74840
PomBase:SPCC1235.05c	UniProtKB:O74842
PomBase:SPCC1235.16	UniProtKB:C6Y4C8
PomBase:SPCC1235.06	UniProtKB:O74843
PomBase:SPCC1235.07	UniProtKB:O74844
PomBase:SPCC1235.08c	UniProtKB:O42826
PomBase:SPCC1235.13	UniProtKB:O74849
PomBase:SPCC548.03c	UniProtKB:Q9P3V0
PomBase:SPCC548.05c	UniProtKB:Q9P3U8
PomBase:SPCC548.06c	UniProtKB:Q9P3U7
PomBase:SPCC1529.01	UniProtKB:Q9USN4
PomBase:SPCC794.01c	UniProtKB:O59812
PomBase:SPCC794.02	UniProtKB:Q8TF80
PomBase:SPCC794.03	UniProtKB:O59813
PomBase:SPCC794.04c	UniProtKB:O59814
PomBase:SPCC794.06	UniProtKB:O59815
PomBase:SPCC794.07	UniProtKB:O59816
PomBase:SPCC794.08	UniProtKB:O59817
PomBase:SPCC794.09c	UniProtKB:O14372
PomBase:SPCC794.09c	UniProtKB:O14441
PomBase:SPCC794.09c	UniProtKB:P50522
PomBase:SPCC794.10	UniProtKB:Q9UTZ5
PomBase:SPCC794.10	UniProtKB:O59819
PomBase:SPCC553.11c	UniProtKB:O74948
PomBase:SPCC553.09c	UniProtKB:O74946
PomBase:SPCC553.07c	UniProtKB:O74944
PomBase:SPCC553.06	UniProtKB:O74943
PomBase:SPCC553.01c	UniProtKB:O74939
PomBase:SPCC736.02	UniProtKB:O74951
PomBase:SPCC736.04c	UniProtKB:Q09174
PomBase:SPCC736.05	UniProtKB:Q7Z9I5
PomBase:SPCC736.06	UniProtKB:O94242
PomBase:SPCC736.07c	UniProtKB:O74953
PomBase:SPCC736.08	UniProtKB:O74954
PomBase:SPCC736.09c	UniProtKB:O74955
PomBase:SPCC736.10c	UniProtKB:O74956
PomBase:SPCC736.14	UniProtKB:Q09933
PomBase:SPCC594.01	UniProtKB:O74504
PomBase:SPCC594.02c	UniProtKB:O74505
PomBase:SPCC594.04c	UniProtKB:O74507
PomBase:SPCC594.06c	UniProtKB:O74509
PomBase:SPCC594.07c	UniProtKB:O74510
PomBase:SPCC1682.02c	UniProtKB:P30666
PomBase:SPCC1682.03c	UniProtKB:O74434
PomBase:SPCC1682.04	UniProtKB:O74435
PomBase:SPCC1682.06	UniProtKB:O74437
PomBase:SPCC1682.07	UniProtKB:O74995
PomBase:SPCC1682.08c	UniProtKB:O74438
PomBase:SPCC1682.10	UniProtKB:O74440
PomBase:SPCC1682.14	UniProtKB:O42699
PomBase:SPCC1682.16	UniProtKB:O74445
PomBase:SPCC306.02c	UniProtKB:Q9UUN5
PomBase:SPCC306.03c	UniProtKB:Q9Y7R3
PomBase:SPCC306.05c	UniProtKB:Q9Y7R5
PomBase:SPCC306.06c	UniProtKB:Q9Y7R6
PomBase:SPCC306.07c	UniProtKB:Q9Y7R7
PomBase:SPCC306.11	UniProtKB:Q9Y7R9
PomBase:SPCC4G3.19	UniProtKB:P87244
PomBase:SPCC4G3.15c	UniProtKB:P87240
PomBase:SPCC4G3.14	UniProtKB:P87239
PomBase:SPCC4G3.12c	UniProtKB:P87237
PomBase:SPCC4G3.09c	UniProtKB:P87234
PomBase:SPCC4G3.08	UniProtKB:Q12706
PomBase:SPCC4G3.05c	UniProtKB:P87231
PomBase:SPCC4G3.04c	UniProtKB:P87230
PomBase:SPCC4G3.03	UniProtKB:P87229
PomBase:SPCC364.06	UniProtKB:O59797
PomBase:SPCC364.04c	UniProtKB:O59795
PomBase:SPCC364.03	UniProtKB:O59794
PomBase:SPCC364.01	UniProtKB:O59792
PomBase:SPCC970.11c	UniProtKB:O74564
PomBase:SPCC970.10c	UniProtKB:O74563
PomBase:SPCC970.09	UniProtKB:O74562
PomBase:SPCC970.07c	UniProtKB:O74560
PomBase:SPCC970.05	UniProtKB:Q92365
PomBase:SPCC970.02	UniProtKB:O74556
PomBase:SPCC10H11.02	UniProtKB:Q9P7C6
PomBase:SPCP31B10.04	UniProtKB:Q9USH0
PomBase:SPCP31B10.05	UniProtKB:Q9USG9
PomBase:SPCP31B10.06	UniProtKB:Q9USG8
PomBase:SPCP31B10.07	UniProtKB:P78802
PomBase:SPCP31B10.07	UniProtKB:O14460
PomBase:SPCP31B10.08c	UniProtKB:Q9USG6
PomBase:SPCC962.01	UniProtKB:O14065
PomBase:SPCC962.02c	UniProtKB:Q9UTZ0
PomBase:SPCC962.02c	UniProtKB:O14064
PomBase:SPCC962.04	UniProtKB:O14062
PomBase:SPCC1672.01	UniProtKB:O14059
PomBase:SPCC1672.02c	UniProtKB:P40847
PomBase:SPCC1672.06c	UniProtKB:O74429
PomBase:SPCC1672.09	UniProtKB:O74430
PomBase:SPCC1672.12c	UniProtKB:O74432
PomBase:SPCC1183.01	UniProtKB:O75006
PomBase:SPCC1183.02	UniProtKB:O74830
PomBase:SPCC1183.05c	UniProtKB:O74833
PomBase:SPCC1183.06	UniProtKB:O74834
PomBase:SPCC1183.08c	UniProtKB:O74836
PomBase:SPCC1183.09c	UniProtKB:O74837
PomBase:SPCC31H12.05c	UniProtKB:P23880
PomBase:SPCC31H12.08c	UniProtKB:O74874
PomBase:SPCC5E4.03c	UniProtKB:O13282
PomBase:SPCC5E4.06	UniProtKB:P53692
PomBase:SPCC5E4.07	UniProtKB:P36585
PomBase:SPCC16C4.19	UniProtKB:O94306
PomBase:SPCC16C4.01	UniProtKB:O74446
PomBase:SPCC16C4.03	UniProtKB:O74448
PomBase:SPCC16C4.05	UniProtKB:O74450
PomBase:SPCC16C4.21	UniProtKB:Q09185
PomBase:SPCC16C4.21	UniProtKB:A6X992
PomBase:SPCC16C4.07	UniProtKB:O74452
PomBase:SPCC16C4.09	UniProtKB:O74454
PomBase:SPCC16C4.22	UniProtKB:C6Y4D0
PomBase:SPCC16C4.11	UniProtKB:O74456
PomBase:SPCC16C4.12	UniProtKB:O74457
PomBase:SPCC16C4.13c	UniProtKB:O75000
PomBase:SPCC16C4.14c	UniProtKB:O74458
PomBase:SPCC16C4.15	UniProtKB:Q9Y7P4
PomBase:SPCC16C4.18c	UniProtKB:O74462
PomBase:SPCPJ732.02c	UniProtKB:Q9C0U6
PomBase:SPCPJ732.03	UniProtKB:Q96WS6
PomBase:SPCC18B5.04	UniProtKB:Q9USL7
PomBase:SPCC18B5.07c	UniProtKB:Q9USL4
PomBase:SPCC18B5.08c	UniProtKB:Q9USL3
PomBase:SPCC18B5.11c	UniProtKB:Q683Z9
PomBase:SPCC18B5.11c	UniProtKB:Q09170
PomBase:SPCC14G10.01	UniProtKB:O74414
PomBase:SPCC14G10.04	UniProtKB:O74417
PomBase:SPCC1020.13c	UniProtKB:Q7LKZ6
PomBase:SPCC1020.12c	UniProtKB:Q7LKZ5
PomBase:SPCC1020.09	UniProtKB:O59762
PomBase:SPCC1020.08	UniProtKB:O59761
PomBase:SPCC1020.07	UniProtKB:O59760
PomBase:SPCC1020.06c	UniProtKB:O42700
PomBase:SPCC1020.05	UniProtKB:O59759
PomBase:SPCC1020.14	UniProtKB:Q9UTF1
PomBase:SPCC1020.03	UniProtKB:O59758
PomBase:SPCC1020.01c	UniProtKB:P28876
PomBase:SPCC1393.05	UniProtKB:O94717
PomBase:SPCC1393.06c	UniProtKB:O94718
PomBase:SPCC1393.09c	UniProtKB:O94721
PomBase:SPCC1393.13	UniProtKB:O94725
PomBase:SPCC2H8.05c	UniProtKB:Q9Y7S8
PomBase:SPCC63.03	UniProtKB:Q9Y7T0
PomBase:SPCC63.04	UniProtKB:Q9Y704
PomBase:SPCC63.05	UniProtKB:Q9Y7T1
PomBase:SPCC63.06	UniProtKB:Q9Y7T2
PomBase:SPCC63.14	UniProtKB:Q9Y7U0
PomBase:SPCC16A11.01	UniProtKB:Q9Y7U1
PomBase:SPCC16A11.02	UniProtKB:Q9USN3
PomBase:SPCC16A11.04	UniProtKB:Q9USN1
PomBase:SPCC16A11.09c	UniProtKB:Q9USM7
PomBase:SPCC16A11.12c	UniProtKB:Q9USM5
PomBase:SPCC16A11.15c	UniProtKB:Q9USM2
PomBase:SPCC16A11.17	UniProtKB:P29458
PomBase:SPCC24B10.03	UniProtKB:Q9P7K2
PomBase:SPCC24B10.04	UniProtKB:Q9P7K1
PomBase:SPCC24B10.05	UniProtKB:Q9P7K0
PomBase:SPCC24B10.06	UniProtKB:Q9P7J9
PomBase:SPCC24B10.07	UniProtKB:Q9P7J8
PomBase:SPCC24B10.09	UniProtKB:Q9P7J6
PomBase:SPCC24B10.14c	UniProtKB:Q9P7J2
PomBase:SPCC24B10.17	UniProtKB:Q9P7I9
PomBase:SPCC24B10.18	UniProtKB:Q9P7I8
PomBase:SPCC24B10.19c	UniProtKB:Q9P7I7
PomBase:SPCC24B10.21	UniProtKB:P07669
PomBase:SPCPB16A4.05c	UniProtKB:Q96WV0
PomBase:SPCC1742.01	UniProtKB:Q9P6S0
PomBase:SPCC1795.10c	UniProtKB:Q1MTR8
PomBase:SPCC1795.09	UniProtKB:O59774
PomBase:SPCC1795.08c	UniProtKB:O59773
PomBase:SPCC1795.07	UniProtKB:O59772
PomBase:SPCC1795.06	UniProtKB:Q09180
PomBase:SPCC1795.04c	UniProtKB:O59770
PomBase:SPCC1795.03	UniProtKB:P87041
PomBase:SPCC1795.02c	UniProtKB:O59768
PomBase:SPCC895.04c	UniProtKB:O94531
PomBase:SPCC895.05	UniProtKB:O94532
PomBase:SPCC895.06	UniProtKB:O94533
PomBase:SPCC895.08c	UniProtKB:O94535
PomBase:SPCC825.02	UniProtKB:Q9USH8
PomBase:SPCC825.05c	UniProtKB:Q9USH5
PomBase:SPCC1259.03	UniProtKB:O94703
PomBase:SPCC1259.04	UniProtKB:O94704
PomBase:SPCC1259.06	UniProtKB:O94706
PomBase:SPCC1259.07	UniProtKB:O94707
PomBase:SPCC1259.08	UniProtKB:O94708
PomBase:SPCC1259.10	UniProtKB:O94710
PomBase:SPCC1259.15c	UniProtKB:O00103
PomBase:SPCC4B3.17	UniProtKB:Q9USK6
PomBase:SPCC4B3.16	UniProtKB:Q9USK5
PomBase:SPCC4B3.14	UniProtKB:Q9USK4
PomBase:SPCC4B3.11c	UniProtKB:Q9USK1
PomBase:SPCC4B3.10c	UniProtKB:Q9USK0
PomBase:SPCC4B3.09c	UniProtKB:Q9USJ9
PomBase:SPCC4B3.08	UniProtKB:Q9USJ8
PomBase:SPCC4B3.05c	UniProtKB:Q9USJ5
PomBase:SPCC4B3.01	UniProtKB:Q9USJ1
PomBase:SPCP25A2.03	UniProtKB:Q9URT2
PomBase:SPCC550.01c	UniProtKB:O59799
PomBase:SPCC550.02c	UniProtKB:O59800
PomBase:SPCC550.04c	UniProtKB:O59802
PomBase:SPCC550.05	UniProtKB:Q53EK2
PomBase:SPCC550.10	UniProtKB:O59808
PomBase:SPCC550.12	UniProtKB:O94241
PomBase:SPCC550.15c	UniProtKB:O59811
PomBase:SPCC4E9.01c	UniProtKB:Q92380
PomBase:SPCC645.02	UniProtKB:Q9Y7U3
PomBase:SPCC645.03c	UniProtKB:P78859
PomBase:SPCC645.04	UniProtKB:Q9Y7U4
PomBase:SPCC645.07	UniProtKB:Q9Y7U6
PomBase:SPCC645.08c	UniProtKB:Q9Y7U7
PomBase:SPCC645.11c	UniProtKB:Q9Y7V0
PomBase:SPCC645.13	UniProtKB:Q1MXG6
PomBase:SPCC645.13	UniProtKB:Q9Y7V2
PomBase:SPCC23B6.02c	UniProtKB:Q9UUA0
PomBase:SPCC23B6.03c	UniProtKB:O74630
PomBase:SPCC23B6.05c	UniProtKB:Q92374
PomBase:SPCC1322.01	UniProtKB:Q1MTN7
PomBase:SPCC1322.07c	UniProtKB:O94546
PomBase:SPCC1322.12c	UniProtKB:O94751
PomBase:SPCC1322.13	UniProtKB:P15567
PomBase:SPCC1322.14c	UniProtKB:P78810
PomBase:SPCC1322.15	UniProtKB:Q9URT8
PomBase:SPCC1322.16	UniProtKB:O94550
PomBase:SPCC338.16	UniProtKB:O74991
PomBase:SPCC338.14	UniProtKB:P78825
PomBase:SPCC338.10c	UniProtKB:O74988
PomBase:SPCC338.08	UniProtKB:O74986
PomBase:SPCC338.07c	UniProtKB:O74985
PomBase:SPCC338.06c	UniProtKB:O74984
PomBase:SPCC338.04	UniProtKB:O74982
PomBase:SPCC338.03c	UniProtKB:A6X993
PomBase:SPCC338.02	UniProtKB:O74981
PomBase:SPCC1281.01	UniProtKB:Q9USK8
PomBase:SPCC1281.02c	UniProtKB:O94519
PomBase:SPCC1281.08	UniProtKB:Q96WS1
PomBase:SPCC622.21	UniProtKB:Q8NIP8
PomBase:SPCC622.01c	UniProtKB:O94591
PomBase:SPCC622.02	UniProtKB:O94592
PomBase:SPCC622.03c	UniProtKB:O94593
PomBase:SPCC622.08c	UniProtKB:P04909
PomBase:SPCC622.10c	UniProtKB:O94598
PomBase:SPCC622.11	UniProtKB:O94599
PomBase:SPCC622.14	UniProtKB:O94601
PomBase:SPCC622.15c	UniProtKB:O94602
PomBase:SPCC61.02	UniProtKB:O14311
PomBase:SPCC11E10.04	UniProtKB:Q9USP3
PomBase:SPCC11E10.06c	UniProtKB:Q9USP1
