#WormPep	CDS	SwissProtAc	SwissProtID	Description	
RP:RP10272	cr01.sctg3357.wum.2.1			
RP:RP10273	cr01.sctg8.wum.175.1			
RP:RP10274	cr01.sctg9.wum.268.1			
RP:RP10275	cr01.sctg2412.wum.3.1			
RP:RP10276	cr01.sctg57.wum.51.1			
RP:RP10277	cr01.sctg2.wum.672.1			
RP:RP10278	cr01.sctg4882.wum.1.1			
RP:RP10279	cr01.sctg35.wum.106.1			
RP:RP10280	cr01.sctg7.wum.449.1			
RP:RP10281	cr01.sctg5645.wum.1.1			
RP:RP10282	cr01.sctg1.wum.698.1			
RP:RP10283	cr01.sctg1.wum.67.1			
RP:RP10284	cr01.sctg100.wum.10.1			
RP:RP10285	cr01.sctg65.wum.97.1			
RP:RP10286	cr01.sctg137.wum.2.1			
RP:RP10287	cr01.sctg0.wum.434.1			
RP:RP10288	cr01.sctg11.wum.41.1			
RP:RP10289	cr01.sctg1906.wum.1.1			
RP:RP10290	cr01.sctg13.wum.135.1			
RP:RP10291	cr01.sctg47.wum.27.1			
RP:RP10292	cr01.sctg4.wum.118.1			
RP:RP10293	cr01.sctg1586.wum.1.1			
RP:RP10294	cr01.sctg17.wum.181.1			
RP:RP10295	cr01.sctg1.wum.700.1			
RP:RP10296	cr01.sctg7.wum.421.1			
RP:RP10297	cr01.sctg20.wum.44.1			
RP:RP10298	cr01.sctg49.wum.19.1			
RP:RP10299	cr01.sctg278.wum.14.1			
RP:RP10300	cr01.sctg5.wum.392.1			
RP:RP10301	cr01.sctg258.wum.22.1			
RP:RP10302	cr01.sctg207.wum.11.1			
RP:RP10303	cr01.sctg50.wum.73.1			
RP:RP10304	cr01.sctg9.wum.430.1			
RP:RP10305	cr01.sctg11.wum.208.1			
RP:RP10306	cr01.sctg32.wum.188.1			
RP:RP10307	cr01.sctg1044.wum.3.1			
RP:RP10308	cr01.sctg442.wum.3.1			
RP:RP10309	cr01.sctg29.wum.78.1			
RP:RP10310	cr01.sctg34.wum.7.1			
RP:RP10311	cr01.sctg9.wum.183.1			
RP:RP10312	cr01.sctg2613.wum.1.1			
RP:RP10313	cr01.sctg67.wum.45.1			
RP:RP10314	cr01.sctg92.wum.9.1			
RP:RP10315	cr01.sctg133.wum.14.1			
RP:RP10316	cr01.sctg109.wum.37.1			
RP:RP10317	cr01.sctg21.wum.80.1			
RP:RP10318	cr01.sctg13.wum.42.1			
RP:RP10319	cr01.sctg184.wum.11.1			
RP:RP10320	cr01.sctg2.wum.185.1			
RP:RP10321	cr01.sctg10.wum.389.1			
RP:RP10322	cr01.sctg5597.wum.1.1			
RP:RP10323	cr01.sctg49.wum.47.1			
RP:RP10324	cr01.sctg15.wum.131.1			
RP:RP10325	cr01.sctg3.wum.541.1			
RP:RP10326	cr01.sctg65.wum.2.1			
RP:RP10327	cr01.sctg902.wum.5.1			
RP:RP10328	cr01.sctg294.wum.6.1			
RP:RP10329	cr01.sctg66.wum.84.1			
RP:RP10330	cr01.sctg88.wum.58.1			
RP:RP10331	cr01.sctg1.wum.738.1			
RP:RP10332	cr01.sctg1.wum.172.2			
RP:RP10333	cr01.sctg8.wum.33.1			
RP:RP10334	cr01.sctg0.wum.340.1			
RP:RP10335	cr01.sctg77.wum.4.1			
RP:RP10336	cr01.sctg0.wum.405.1			
RP:RP10337	cr01.sctg1.wum.755.1			
RP:RP10338	cr01.sctg219.wum.6.1			
RP:RP10339	cr01.sctg13.wum.217.1			
RP:RP10340	cr01.sctg3.wum.274.1			
RP:RP10341	cr01.sctg5.wum.195.1			
RP:RP10342	cr01.sctg16.wum.188.1			
RP:RP10343	cr01.sctg5.wum.68.1			
RP:RP10344	cr01.sctg1584.wum.1.1			
RP:RP10345	cr01.sctg58.wum.37.1			
RP:RP10346	cr01.sctg649.wum.2.1			
RP:RP10347	cr01.sctg18.wum.150.1			
RP:RP10348	cr01.sctg9.wum.111.1			
RP:RP10349	cr01.sctg4877.wum.1.1			
RP:RP10350	cr01.sctg7.wum.342.1			
RP:RP10351	cr01.sctg8.wum.185.1			
RP:RP10352	cr01.sctg231.wum.7.1			
RP:RP10353	cr01.sctg0.wum.86.1			
RP:RP10354	cr01.sctg10.wum.299.1			
RP:RP10355	cr01.sctg667.wum.1.1			
RP:RP10356	cr01.sctg53.wum.85.1			
RP:RP10357	124155			
RP:RP10358	cr01.sctg235.wum.2.1			
RP:RP10359	cr01.sctg0.wum.96.1			
RP:RP10360	cr01.sctg67.wum.71.1			
RP:RP10361	cr01.sctg179.wum.24.1			
RP:RP10362	cr01.sctg23.wum.50.1			
RP:RP10363	cr01.sctg4.wum.281.1			
RP:RP10364	cr01.sctg75.wum.19.1			
RP:RP10365	cr01.sctg67.wum.59.1			
RP:RP10366	cr01.sctg2.wum.332.1			
RP:RP10367	cr01.sctg240.wum.1.1			
RP:RP10368	cr01.sctg26.wum.184.1			
RP:RP10369	cr01.sctg19.wum.15.1			
RP:RP10370	cr01.sctg97.wum.52.1			
RP:RP10371	cr01.sctg50.wum.37.1			
RP:RP10372	cr01.sctg1.wum.880.2			
RP:RP10373	cr01.sctg70.wum.4.1			
RP:RP10374	cr01.sctg0.wum.178.2			
RP:RP10375	cr01.sctg468.wum.2.1			
RP:RP10376	cr01.sctg18.wum.168.1			
RP:RP10377	cr01.sctg342.wum.2.1			
RP:RP10378	cr01.sctg6.wum.60.1			
RP:RP10379	cr01.sctg181.wum.10.1			
RP:RP10380	cr01.sctg109.wum.28.1			
RP:RP10381	cr01.sctg93.wum.74.1			
RP:RP10382	cr01.sctg112.wum.1.1			
RP:RP10383	cr01.sctg6.wum.292.1			
RP:RP10384	cr01.sctg7.wum.253.1			
RP:RP10385	cr01.sctg630.wum.5.1			
RP:RP10386	cr01.sctg7923.wum.1.1			
RP:RP10387	cr01.sctg5490.wum.1.1			
RP:RP10388	cr01.sctg133.wum.8.1			
RP:RP10389	cr01.sctg60.wum.45.1			
RP:RP10390	cr01.sctg9.wum.157.1			
RP:RP10391	cr01.sctg276.wum.12.1			
RP:RP10392	cr01.sctg1.wum.262.1			
RP:RP10393	cr01.sctg53.wum.18.1			
RP:RP10394	cr01.sctg33.wum.132.1			
RP:RP10395	cr01.sctg1058.wum.3.1			
RP:RP10396	cr01.sctg22.wum.23.1			
RP:RP10397	cr01.sctg182.wum.8.1			
RP:RP10398	cr01.sctg38.wum.32.1			
RP:RP10399	cr01.sctg7465.wum.1.1			
RP:RP10400	cr01.sctg30.wum.11.1			
RP:RP10401	cr01.sctg148.wum.4.1			
RP:RP10402	cr01.sctg854.wum.1.1			
RP:RP10403	cr01.sctg7.wum.472.1			
RP:RP10404	cr01.sctg9.wum.366.1			
RP:RP10405	cr01.sctg36.wum.63.1			
RP:RP10406	cr01.sctg5.wum.187.1			
RP:RP10407	cr01.sctg61.wum.39.1			
RP:RP10408	cr01.sctg8948.wum.1.1			
RP:RP10409	cr01.sctg7.wum.215.1			
RP:RP10410	cr01.sctg10.wum.363.1			
RP:RP10411	cr01.sctg5.wum.239.1			
RP:RP10412	cr01.sctg251.wum.10.1			
RP:RP10413	cr01.sctg29.wum.148.1			
RP:RP10414	cr01.sctg51.wum.43.1			
RP:RP10415	cr01.sctg0.wum.120.1			
RP:RP10416	cr01.sctg1455.wum.2.1			
RP:RP10417	cr01.sctg49.wum.3.1			
RP:RP10418	cr01.sctg0.wum.986.2			
RP:RP10419	cr01.sctg21.wum.138.1			
RP:RP10420	cr01.sctg15.wum.93.1			
RP:RP10421	cr01.sctg192.wum.17.1			
RP:RP10422	cr01.sctg74.wum.10.1			
RP:RP10423	cr01.sctg49.wum.76.1			
RP:RP10424	cr01.sctg41.wum.76.1			
RP:RP10425	cr01.sctg0.wum.954.2			
RP:RP10426	cr01.sctg29.wum.76.1			
RP:RP10427	cr01.sctg13.wum.186.1			
RP:RP10428	cr01.sctg4.wum.504.1			
RP:RP10429	cr01.sctg24.wum.35.1			
RP:RP10430	cr01.sctg5.wum.134.1			
RP:RP10431	cr01.sctg7.wum.194.1			
RP:RP10432	cr01.sctg8.wum.186.1			
RP:RP10433	cr01.sctg15.wum.49.1			
RP:RP10434	cr01.sctg187.wum.4.1			
RP:RP10435	cr01.sctg5.wum.595.1			
RP:RP10436	cr01.sctg21.wum.29.1			
RP:RP10437	cr01.sctg1.wum.886.1			
RP:RP10438	cr01.sctg4.wum.503.1			
RP:RP10439	cr01.sctg150.wum.8.1			
RP:RP10440	cr01.sctg144.wum.11.1			
RP:RP10441	cr01.sctg757.wum.4.1			
RP:RP10442	cr01.sctg32.wum.85.1			
RP:RP10443	cr01.sctg1626.wum.2.1			
RP:RP10444	cr01.sctg0.wum.945.1			
RP:RP10445	cr01.sctg44.wum.111.1			
RP:RP10446	cr01.sctg32.wum.88.1			
RP:RP10447	cr01.sctg4.wum.150.1			
RP:RP10448	cr01.sctg3.wum.71.1			
RP:RP10449	cr01.sctg22.wum.44.3			
RP:RP10450	cr01.sctg34.wum.74.1			
RP:RP10451	cr01.sctg6769.wum.1.1			
RP:RP10452	cr01.sctg195.wum.1.1			
RP:RP10453	cr01.sctg2697.wum.1.1			
RP:RP10454	cr01.sctg97.wum.44.1			
RP:RP10455	124155			
RP:RP10456	cr01.sctg1.wum.595.1			
RP:RP10457	cr01.sctg68.wum.20.1			
RP:RP10458	cr01.sctg62.wum.49.1			
RP:RP10459	cr01.sctg154.wum.15.1			
RP:RP10460	cr01.sctg1.wum.515.1			
RP:RP10461	cr01.sctg4.wum.598.1			
RP:RP10462	cr01.sctg13.wum.73.1			
RP:RP10463	cr01.sctg220.wum.1.1			
RP:RP10464	cr01.sctg79.wum.36.1			
RP:RP10465	cr01.sctg570.wum.1.1			
RP:RP10466	cr01.sctg98.wum.45.1			
RP:RP10467	cr01.sctg3.wum.285.1			
RP:RP10468	cr01.sctg2399.wum.3.1			
RP:RP10469	cr01.sctg2272.wum.2.1			
RP:RP10470	cr01.sctg1194.wum.1.1			
RP:RP10471	cr01.sctg1074.wum.4.1			
RP:RP10472	cr01.sctg3.wum.535.1			
RP:RP10473	cr01.sctg5.wum.54.1			
RP:RP10474	cr01.sctg185.wum.30.1			
RP:RP10475	cr01.sctg162.wum.24.1			
RP:RP10476	cr01.sctg7.wum.462.1			
RP:RP10477	cr01.sctg3.wum.77.1			
RP:RP10478	cr01.sctg4.wum.326.1			
RP:RP10479	cr01.sctg64.wum.44.1			
RP:RP10480	cr01.sctg153.wum.25.1			
RP:RP10481	cr01.sctg41.wum.62.1			
RP:RP10482	cr01.sctg3871.wum.1.1			
RP:RP10483	cr01.sctg2481.wum.1.1			
RP:RP10484	cr01.sctg2356.wum.1.1			
RP:RP10485	cr01.sctg779.wum.1.1			
RP:RP10486	cr01.sctg161.wum.32.1			
RP:RP10487	cr01.sctg124.wum.23.1			
RP:RP10488	cr01.sctg22.wum.65.1			
RP:RP10489	cr01.sctg3215.wum.2.1			
RP:RP10490	cr01.sctg0.wum.471.1			
RP:RP10491	cr01.sctg6.wum.109.1			
RP:RP10492	cr01.sctg26.wum.119.1			
RP:RP10493	cr01.sctg2.wum.230.4			
RP:RP10494	cr01.sctg21.wum.151.1			
RP:RP10495	cr01.sctg5.wum.29.1			
RP:RP10496	cr01.sctg269.wum.19.1			
RP:RP10497	cr01.sctg76.wum.32.1			
RP:RP10498	cr01.sctg1.wum.249.1			
RP:RP10499	cr01.sctg55.wum.53.1			
RP:RP10500	cr01.sctg33.wum.3.1			
RP:RP10501	cr01.sctg1.wum.379.1			
RP:RP10502	cr01.sctg65.wum.76.1			
RP:RP10503	cr01.sctg10.wum.49.1			
RP:RP10504	cr01.sctg2995.wum.2.1			
RP:RP10505	cr01.sctg145.wum.26.1			
RP:RP10506	cr01.sctg7.wum.243.1			
RP:RP10507	cr01.sctg19.wum.126.1			
RP:RP10508	cr01.sctg91.wum.38.1			
RP:RP10509	cr01.sctg11.wum.197.1			
RP:RP10510	cr01.sctg6357.wum.1.1			
RP:RP10511	cr01.sctg655.wum.1.1			
RP:RP10512	cr01.sctg2.wum.237.1			
RP:RP10513	cr01.sctg65.wum.85.1			
RP:RP10514	cr01.sctg32.wum.117.1			
RP:RP10515	cr01.sctg98.wum.22.1			
RP:RP10516	cr01.sctg97.wum.53.1			
RP:RP10517	cr01.sctg195.wum.23.1			
RP:RP10518	cr01.sctg10.wum.178.1			
RP:RP10519	cr01.sctg33.wum.83.2			
RP:RP10520	cr01.sctg389.wum.3.1			
RP:RP10521	cr01.sctg14.wum.107.1			
RP:RP10522	cr01.sctg9.wum.65.3			
RP:RP10523	cr01.sctg6.wum.504.1			
RP:RP10524	cr01.sctg6.wum.455.1			
RP:RP10525	cr01.sctg114.wum.4.1			
RP:RP10526	cr01.sctg1115.wum.1.1			
RP:RP10527	cr01.sctg160.wum.7.1			
RP:RP10528	cr01.sctg0.wum.1032.1			
RP:RP10529	cr01.sctg4546.wum.1.1			
RP:RP10530	cr01.sctg16.wum.212.1			
RP:RP10531	cr01.sctg2.wum.694.1			
RP:RP10532	cr01.sctg90.wum.4.1			
RP:RP10533	cr01.sctg61.wum.36.1			
RP:RP10534	cr01.sctg222.wum.4.1			
RP:RP10535	cr01.sctg148.wum.17.1			
RP:RP10536	cr01.sctg43.wum.92.1			
RP:RP10537	cr01.sctg104.wum.31.1			
RP:RP10538	cr01.sctg0.wum.925.1			
RP:RP10539	cr01.sctg1926.wum.2.1			
RP:RP10540	cr01.sctg483.wum.1.1			
RP:RP10541	cr01.sctg108.wum.31.1			
RP:RP10542	cr01.sctg26.wum.47.1			
RP:RP10543	cr01.sctg1.wum.254.1			
RP:RP10544	cr01.sctg20.wum.4.1			
RP:RP10545	cr01.sctg17.wum.118.1			
RP:RP10546	cr01.sctg965.wum.3.1			
RP:RP10547	cr01.sctg2.wum.272.1			
RP:RP10548	cr01.sctg5.wum.616.1			
RP:RP10549	cr01.sctg26.wum.101.1			
RP:RP10550	cr01.sctg157.wum.2.1			
RP:RP10551	cr01.sctg44.wum.47.1			
RP:RP10552	cr01.sctg1.wum.560.1			
RP:RP10553	cr01.sctg4301.wum.1.1			
RP:RP10554	cr01.sctg451.wum.2.1			
RP:RP10555	cr01.sctg7.wum.510.1			
RP:RP10556	cr01.sctg2752.wum.1.1			
RP:RP10557	cr01.sctg0.wum.842.1			
RP:RP10558	cr01.sctg8.wum.99.1			
RP:RP10559	cr01.sctg2996.wum.3.1			
RP:RP10560	cr01.sctg9.wum.336.1			
RP:RP10561	cr01.sctg1020.wum.1.1			
RP:RP10562	cr01.sctg2.wum.9.1			
RP:RP10563	cr01.sctg4.wum.380.1			
RP:RP10564	cr01.sctg128.wum.21.1			
RP:RP10565	cr01.sctg21.wum.32.1			
RP:RP10566	cr01.sctg218.wum.6.1			
RP:RP10567	cr01.sctg53.wum.39.1			
RP:RP10568	cr01.sctg23.wum.56.1			
RP:RP10569	cr01.sctg16.wum.14.1			
RP:RP10570	cr01.sctg1.wum.677.1			
RP:RP10571	cr01.sctg3455.wum.2.1			
RP:RP10572	cr01.sctg2.wum.515.1			
RP:RP10573	cr01.sctg4.wum.152.1			
RP:RP10574	cr01.sctg61.wum.7.1			
RP:RP10575	cr01.sctg101.wum.29.1			
RP:RP10576	cr01.sctg3151.wum.1.1			
RP:RP10577	cr01.sctg72.wum.14.1			
RP:RP10578	cr01.sctg53.wum.37.1			
RP:RP10579	cr01.sctg5383.wum.2.1			
RP:RP10580	cr01.sctg1287.wum.2.1			
RP:RP10581	cr01.sctg1021.wum.2.1			
RP:RP10582	cr01.sctg31.wum.5.1			
RP:RP10583	cr01.sctg9258.wum.1.1			
RP:RP10584	cr01.sctg13.wum.40.1			
RP:RP10585	cr01.sctg201.wum.5.1			
RP:RP10586	cr01.sctg145.wum.46.1			
RP:RP10587	cr01.sctg29.wum.31.1			
RP:RP10588	cr01.sctg89.wum.24.1			
RP:RP10589	cr01.sctg0.wum.182.1			
RP:RP10590	cr01.sctg94.wum.61.1			
RP:RP10591	cr01.sctg71.wum.32.1			
RP:RP10592	cr01.sctg35.wum.130.1			
RP:RP10593	cr01.sctg127.wum.53.1			
RP:RP10594	cr01.sctg31.wum.92.1			
RP:RP10595	cr01.sctg9.wum.188.1			
RP:RP10596	cr01.sctg92.wum.44.1			
RP:RP10597	cr01.sctg1700.wum.1.1			
RP:RP10598	cr01.sctg60.wum.94.2			
RP:RP10599	cr01.sctg15.wum.153.1			
RP:RP10600	cr01.sctg21.wum.79.1			
RP:RP10601	cr01.sctg146.wum.8.1			
RP:RP10602	cr01.sctg21.wum.97.1			
RP:RP10603	cr01.sctg7.wum.130.1			
RP:RP10604	cr01.sctg8701.wum.1.1			
RP:RP10605	cr01.sctg11.wum.227.1			
RP:RP10606	cr01.sctg28.wum.5.1			
RP:RP10607	cr01.sctg10.wum.16.1			
RP:RP10608	cr01.sctg22.wum.32.1			
RP:RP10609	cr01.sctg4.wum.3.1			
RP:RP10610	cr01.sctg1.wum.419.1			
RP:RP10611	cr01.sctg17.wum.7.1			
RP:RP10612	cr01.sctg94.wum.23.1			
RP:RP10613	cr01.sctg77.wum.43.1			
RP:RP10614	cr01.sctg46.wum.79.1			
RP:RP10615	cr01.sctg21.wum.69.1			
RP:RP10616	cr01.sctg294.wum.16.1			
RP:RP10617	cr01.sctg2.wum.171.1			
RP:RP10618	cr01.sctg3.wum.239.1			
RP:RP10619	cr01.sctg20.wum.62.1			
RP:RP10620	cr01.sctg668.wum.1.1			
RP:RP10621	cr01.sctg229.wum.1.1			
RP:RP10622	cr01.sctg32.wum.143.1			
RP:RP10623	cr01.sctg3.wum.501.1			
RP:RP10624	cr01.sctg133.wum.12.1			
RP:RP10625	cr01.sctg141.wum.1.1			
RP:RP10626	cr01.sctg2.wum.60.1			
RP:RP10627	cr01.sctg297.wum.5.1			
RP:RP10628	cr01.sctg26.wum.63.1			
RP:RP10629	cr01.sctg3.wum.289.1			
RP:RP10630	cr01.sctg64.wum.14.1			
RP:RP10631	cr01.sctg184.wum.16.1			
RP:RP10632	cr01.sctg3.wum.559.1			
RP:RP10633	cr01.sctg0.wum.633.1			
RP:RP10634	cr01.sctg36.wum.101.1			
RP:RP10635	cr01.sctg9.wum.248.1			
RP:RP10636	cr01.sctg2.wum.362.1			
RP:RP10637	cr01.sctg1002.wum.1.1			
RP:RP10638	cr01.sctg39.wum.12.1			
RP:RP10639	cr01.sctg239.wum.7.1			
RP:RP10640	cr01.sctg194.wum.16.1			
RP:RP10641	cr01.sctg1.wum.236.1			
RP:RP10642	cr01.sctg252.wum.2.1			
RP:RP10643	cr01.sctg8820.wum.1.1			
RP:RP10644	cr01.sctg495.wum.5.1			
RP:RP10645	cr01.sctg41.wum.91.1			
RP:RP10646	cr01.sctg19.wum.29.1			
RP:RP10647	cr01.sctg9.wum.369.1			
RP:RP10648	cr01.sctg51.wum.8.1			
RP:RP10649	cr01.sctg7.wum.18.1			
RP:RP10650	cr01.sctg9.wum.354.1			
RP:RP10651	cr01.sctg110.wum.21.1			
RP:RP10652	cr01.sctg1.wum.636.1			
RP:RP10653	cr01.sctg232.wum.11.1			
RP:RP10654	cr01.sctg3.wum.431.1			
RP:RP10655	cr01.sctg4.wum.455.1			
RP:RP10656	cr01.sctg177.wum.13.1			
RP:RP10657	cr01.sctg28.wum.4.1			
RP:RP10658	cr01.sctg307.wum.6.1			
RP:RP10659	cr01.sctg918.wum.1.1			
RP:RP10660	cr01.sctg33.wum.43.1			
RP:RP10661	cr01.sctg44.wum.73.1			
RP:RP10662	cr01.sctg22.wum.35.1			
RP:RP10663	cr01.sctg27.wum.67.1			
RP:RP10664	cr01.sctg14.wum.205.1			
RP:RP10665	cr01.sctg4.wum.347.2			
RP:RP10666	cr01.sctg2146.wum.1.1			
RP:RP10667	cr01.sctg9604.wum.1.1			
RP:RP10668	cr01.sctg86.wum.33.1			
RP:RP10669	cr01.sctg192.wum.2.1			
RP:RP10670	cr01.sctg5626.wum.1.1			
RP:RP10671	cr01.sctg32.wum.39.1			
RP:RP10672	cr01.sctg24.wum.70.1			
RP:RP10673	cr01.sctg14.wum.94.1			
RP:RP10674	cr01.sctg40.wum.62.1			
RP:RP10675	cr01.sctg101.wum.3.1			
RP:RP10676	cr01.sctg26.wum.55.1			
RP:RP10677	cr01.sctg2864.wum.2.1			
RP:RP10678	cr01.sctg112.wum.6.1			
RP:RP10679	cr01.sctg12.wum.178.1			
RP:RP10680	cr01.sctg952.wum.1.1			
RP:RP10681	cr01.sctg149.wum.24.1			
RP:RP10682	cr01.sctg6.wum.2.1			
RP:RP10683	cr01.sctg3452.wum.1.1			
RP:RP10684	cr01.sctg7.wum.251.1			
RP:RP10685	cr01.sctg316.wum.10.1			
RP:RP10686	cr01.sctg81.wum.60.1			
RP:RP10687	cr01.sctg2.wum.372.1			
RP:RP10688	cr01.sctg124.wum.35.1			
RP:RP10689	cr01.sctg1657.wum.2.1			
RP:RP10690	cr01.sctg40.wum.12.1			
RP:RP10691	cr01.sctg13.wum.67.2			
RP:RP10692	cr01.sctg39.wum.11.1			
RP:RP10693	cr01.sctg141.wum.15.1			
RP:RP10694	cr01.sctg1.wum.528.1			
RP:RP10695	cr01.sctg41.wum.60.1			
RP:RP10696	cr01.sctg904.wum.1.1			
RP:RP10697	cr01.sctg2192.wum.1.1			
RP:RP10698	cr01.sctg9350.wum.1.1			
RP:RP10699	cr01.sctg28.wum.17.1			
RP:RP10700	cr01.sctg319.wum.2.1			
RP:RP10701	cr01.sctg0.wum.898.1			
RP:RP10702	cr01.sctg12.wum.18.1			
RP:RP10703	cr01.sctg233.wum.3.1			
RP:RP10704	cr01.sctg166.wum.9.1			
RP:RP10705	cr01.sctg251.wum.14.1			
RP:RP10706	cr01.sctg158.wum.16.1			
RP:RP10707	cr01.sctg736.wum.1.1			
RP:RP10708	cr01.sctg309.wum.4.1			
RP:RP10709	cr01.sctg2.wum.683.1			
RP:RP10710	cr01.sctg6.wum.97.1			
RP:RP10711	cr01.sctg39.wum.62.1			
RP:RP10712	cr01.sctg345.wum.1.1			
RP:RP10713	cr01.sctg31.wum.132.1			
RP:RP10714	cr01.sctg10.wum.162.1			
RP:RP10715	cr01.sctg12.wum.305.1			
RP:RP10716	cr01.sctg1020.wum.2.1			
RP:RP10717	cr01.sctg2808.wum.1.1			
RP:RP10718	cr01.sctg15.wum.212.2			
RP:RP10719	cr01.sctg305.wum.11.1			
RP:RP10720	cr01.sctg47.wum.23.1			
RP:RP10721	cr01.sctg2.wum.149.2			
RP:RP10722	cr01.sctg117.wum.15.1			
RP:RP10723	cr01.sctg33.wum.116.1			
RP:RP10724	cr01.sctg1734.wum.1.1			
RP:RP10725	cr01.sctg6.wum.378.1			
RP:RP10726	cr01.sctg94.wum.56.1			
RP:RP10727	cr01.sctg11.wum.282.1			
RP:RP10728	cr01.sctg67.wum.39.1			
RP:RP10729	cr01.sctg1.wum.545.1			
RP:RP10730	cr01.sctg1769.wum.2.1			
RP:RP10731	cr01.sctg57.wum.1.1			
RP:RP10732	cr01.sctg17.wum.166.1			
RP:RP10733	cr01.sctg14.wum.188.1			
RP:RP10734	cr01.sctg142.wum.17.1			
RP:RP10735	cr01.sctg9.wum.107.1			
RP:RP10736	cr01.sctg4.wum.505.1			
RP:RP10737	cr01.sctg13.wum.119.1			
RP:RP10738	cr01.sctg44.wum.6.1			
RP:RP10739	cr01.sctg311.wum.3.1			
RP:RP10740	cr01.sctg81.wum.75.1			
RP:RP10741	cr01.sctg18.wum.88.1			
RP:RP10742	cr01.sctg0.wum.364.1			
RP:RP10743	cr01.sctg122.wum.38.1			
RP:RP10744	cr01.sctg0.wum.337.1			
RP:RP10745	cr01.sctg18.wum.195.1			
RP:RP10746	cr01.sctg24.wum.23.1			
RP:RP10747	cr01.sctg10.wum.167.1			
RP:RP10748	cr01.sctg4219.wum.1.1			
RP:RP10749	cr01.sctg3.wum.511.1			
RP:RP10750	cr01.sctg706.wum.2.1			
RP:RP10751	cr01.sctg51.wum.56.1			
RP:RP10752	cr01.sctg1.wum.611.1			
RP:RP10753	cr01.sctg142.wum.25.1			
RP:RP10754	cr01.sctg0.wum.1004.2			
RP:RP10755	cr01.sctg110.wum.8.1			
RP:RP10756	cr01.sctg35.wum.32.2			
RP:RP10757	cr01.sctg16.wum.137.1			
RP:RP10758	cr01.sctg15.wum.190.1			
RP:RP10759	cr01.sctg80.wum.5.1			
RP:RP10760	cr01.sctg2.wum.570.1			
RP:RP10761	cr01.sctg0.wum.406.1			
RP:RP10762	cr01.sctg153.wum.10.1			
RP:RP10763	cr01.sctg14.wum.26.1			
RP:RP10764	cr01.sctg2.wum.244.1			
RP:RP10765	cr01.sctg15.wum.186.1			
RP:RP10766	cr01.sctg4.wum.38.1			
RP:RP10767	cr01.sctg232.wum.12.1			
RP:RP10768	cr01.sctg18.wum.71.1			
RP:RP10769	cr01.sctg10.wum.289.1			
RP:RP10770	cr01.sctg122.wum.44.1			
RP:RP10771	cr01.sctg3.wum.607.1			
RP:RP10772	cr01.sctg14.wum.288.1			
RP:RP10773	cr01.sctg1921.wum.1.1			
RP:RP10774	cr01.sctg39.wum.45.1			
RP:RP10775	cr01.sctg10.wum.38.1			
RP:RP10776	cr01.sctg2323.wum.1.1			
RP:RP10777	cr01.sctg41.wum.46.1			
RP:RP10778	cr01.sctg581.wum.3.1			
RP:RP10779	cr01.sctg328.wum.8.1			
RP:RP10780	cr01.sctg46.wum.92.1			
RP:RP10781	cr01.sctg20.wum.119.2			
RP:RP10782	cr01.sctg19.wum.73.1			
RP:RP10783	cr01.sctg35.wum.118.1			
RP:RP10784	cr01.sctg75.wum.16.1			
RP:RP10785	cr01.sctg14.wum.232.2			
RP:RP10786	cr01.sctg9.wum.283.1			
RP:RP10787	cr01.sctg0.wum.735.1			
RP:RP10788	cr01.sctg8415.wum.1.1			
RP:RP10789	cr01.sctg455.wum.8.1			
RP:RP10790	cr01.sctg782.wum.1.1			
RP:RP10791	cr01.sctg3.wum.110.1			
RP:RP10792	cr01.sctg5.wum.531.1			
RP:RP10793	cr01.sctg75.wum.50.1			
RP:RP10794	cr01.sctg46.wum.89.1			
RP:RP10795	cr01.sctg61.wum.45.1			
RP:RP10796	cr01.sctg2.wum.71.1			
RP:RP10797	cr01.sctg22.wum.95.1			
RP:RP10798	cr01.sctg856.wum.1.1			
RP:RP10799	cr01.sctg106.wum.28.1			
RP:RP10800	cr01.sctg81.wum.53.1			
RP:RP10801	cr01.sctg0.wum.774.1			
RP:RP10802	cr01.sctg0.wum.1029.1			
RP:RP10803	cr01.sctg9.wum.87.1			
RP:RP10804	cr01.sctg6.wum.398.1			
RP:RP10805	cr01.sctg1.wum.405.1			
RP:RP10806	cr01.sctg117.wum.34.1			
RP:RP10807	cr01.sctg177.wum.31.1			
RP:RP10808	cr01.sctg124.wum.17.1			
RP:RP10809	cr01.sctg192.wum.3.1			
RP:RP10810	cr01.sctg113.wum.19.2			
RP:RP10811	cr01.sctg31.wum.49.1			
RP:RP10812	cr01.sctg20.wum.48.1			
RP:RP10813	cr01.sctg3898.wum.1.1			
RP:RP10814	cr01.sctg62.wum.9.1			
RP:RP10815	cr01.sctg7.wum.261.1			
RP:RP10816	cr01.sctg153.wum.28.1			
RP:RP10817	cr01.sctg1.wum.557.1			
RP:RP10818	cr01.sctg64.wum.27.1			
RP:RP10819	cr01.sctg30.wum.64.1			
RP:RP10820	cr01.sctg8.wum.107.1			
RP:RP10821	cr01.sctg8350.wum.1.1			
RP:RP10822	cr01.sctg375.wum.6.1			
RP:RP10823	cr01.sctg89.wum.30.1			
RP:RP10824	cr01.sctg80.wum.16.1			
RP:RP10825	cr01.sctg6.wum.215.1			
RP:RP10826	cr01.sctg314.wum.1.1			
RP:RP10827	cr01.sctg6041.wum.1.1			
RP:RP10828	cr01.sctg6.wum.403.1			
