GENE ID	Gene Name	Synonyms	Gene products
DDB_G0272266	ndufa9		NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
DDB_G0272268	DDB_G0272268_RTE		repetitive element
DDB_G0272270	DDB_G0272270_RTE		
DDB_G0272272	DDB_G0272272		
DDB_G0272276	gnt5		putative beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, putative glycosyltransferase, putative GlcNAc transferase
DDB_G0272278	DDB_G0272278		Similar to Dictyostelium discoideum (Slime mold). Hypothetical 97.7 kDa protein.
DDB_G0272280	DDB_G0272280		AhpC/TSA family protein
DDB_G0272282	DDB_G0272282		protein serine/threonine kinase, protein kinase, AGC group, MAST family protein kinase
DDB_G0272288	DDB_G0272288		Similar to Drosophila melanogaster (Fruit fly). RE12057p.
DDB_G0272290	DDB_G0272290_RTE		reverse transcriptase
DDB_G0272292	DDB_G0272292		
DDB_G0272294	DDB_G0272294		Similar to Arabidopsis thaliana (Mouse-ear cress). At1g10390/F14N23_29.
DDB_G0272296	sarA		GTP-binding protein Sar1A, ARF/SAR superfamily protein
DDB_G0272298	DDB_G0272298		Similar to Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina). cathepsin L (EC 3.4.22.15).
DDB_G0272300	aslE		putative acetyl-CoA synthetase
DDB_G0272302	DDB_G0272302		
DDB_G0272304	aspS2	aspS, AspRS	aspartyl-tRNA synthetase, aspartate-tRNA ligase
DDB_G0272306	fscE		G-protein-coupled receptor (GPCR) family protein, frizzled and smoothened-like sans CRD protein
DDB_G0272308	rps29		40S ribosomal protein S29
DDB_G0272310	DDB_G0272310		
DDB_G0272312	DDB_G0272312		
DDB_G0272314	DDB_G0272314		
DDB_G0272316	DDB_G0272316		unknown
DDB_G0272318	DDB_G0272318		putative importin subunit alpha B
DDB_G0272320	snrpb		putative small nuclear ribonucleoparticle-associated protein, LSM (like-Sm) domain-containing protein
DDB_G0272322	DDB_G0272322		
DDB_G0272324	sbds		Shwachman-Bodian-Diamond syndrome protein
DDB_G0272326	nudE	DdNudE	Lis-interacting protein
DDB_G0272328	DDB_G0272328		Similar to Mus musculus (Mouse). 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130061K05 product:MEGF11 PROTEIN (KIAA1781) homolog.
DDB_G0272330	DDB_G0272330		Similar to Mus musculus (Mouse). 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130061K05 product:MEGF11 PROTEIN (KIAA1781) homolog.
DDB_G0272332	DDB_G0272332		Similar to Mus musculus (Mouse). 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130061K05 product:MEGF11 PROTEIN (KIAA1781) homolog.
DDB_G0272334	DDB_G0272334		Similar to Mus musculus (Mouse). 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130061K05 product:MEGF11 PROTEIN (KIAA1781) homolog.
DDB_G0272336	DDB_G0272336		Similar to Mus musculus (Mouse). 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130061K05 product:MEGF11 PROTEIN (KIAA1781) homolog.
DDB_G0272338	DDB_G0272338		unknown
DDB_G0272340	DDB_G0272340		Similar to Dictyostelium discoideum (Slime mold). DG17 protein.
DDB_G0272342	DDB_G0272342		heat shock protein DnaJ family protein
DDB_G0272344	hd		Huntingtin family protein
DDB_G0272346	mcfQ		transmembrane protein, mitochondrial substrate carrier family protein
DDB_G0272348	DDB_G0272348		Similar to Dictyostelium discoideum (Slime mold). Adenylyl cyclase.
DDB_G0272350	sgkC		sphingosine kinase related protein
DDB_G0272352	DDB_G0272352		
DDB_G0272354	spt6		SH2 domain-containing protein
DDB_G0272356	DDB_G0272356		Similar to Dictyostelium discoideum (Slime mold). R2005 protein.
DDB_G0272358	DDB_G0272358		
DDB_G0272360	taf9	TFII31	transcription initiation factor TFIID subunit, TFIID subunit
DDB_G0272362	gtf2h2	TF2H2, TFIIH2	TFIIH subunit, general transcription factor IIH component
DDB_G0272364	DDB_G0272364		Similar to Mus musculus (Mouse). 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130061K05 product:MEGF11 PROTEIN (KIAA1781) homolog.
DDB_G0272366	DDB_G0272366		Similar to Mus musculus (Mouse). 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130061K05 product:MEGF11 PROTEIN (KIAA1781) homolog.
DDB_G0272368	DDB_G0272368		unknown
DDB_G0272370	DDB_G0272370		
DDB_G0272372	gxcM	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, DH domain-containing protein
DDB_G0272374	prpf6	PRP6	TPR repeat-containing protein, U5 small nuclear ribonucleoprotein-associated protein, PRP1 splicing factor domain-containing protein, pre-mRNA processing factor 6
DDB_G0272376	DDB_G0272376		Similar to Oryza sativa (Japonica cultivar-group). P0446G04.23 protein (Fragment).
DDB_G0272378	DDB_G0272378		Similar to Oryza sativa (Japonica cultivar-group). P0446G04.23 protein (Fragment).
DDB_G0272380	DDB_G0272380		Similar to Oryza sativa (Japonica cultivar-group). P0446G04.23 protein (Fragment).
DDB_G0272382	DDB_G0272382		
DDB_G0272384	DDB_G0272384		ATP-dependent DNA helicase RecQ family protein, Bloom syndrome-like protein
DDB_G0272386	DDB_G0272386		Kelch repeat-containing protein, cyclin-like F-box containing protein
DDB_G0272388	DDB_G0272388		Similar to Dictyostelium discoideum (Slime mold). TRFA.
DDB_G0272392	DDB_G0272392		
DDB_G0272394	ndufa5		NADH dehydrogenase (ubiquinone), NADH-ubiquinone oxidoreductase B13 subunit, NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
DDB_G0272396	DDB_G0272396		putative transmembrane protein
DDB_G0272398	DDB_G0272398		
DDB_G0272400	DDB_G0272400_RTE		gag, Pol.
DDB_G0272402	DDB_G0272402		
DDB_G0272404	DDB_G0272404		
DDB_G0272406	DDB_G0272406		
DDB_G0272408	DDB_G0272408		Pol.
DDB_G0272410	DDB_G0272410_ps		pseudogene
DDB_G0272416	DDB_G0272416		unknown
DDB_G0272418	DDB_G0272418		thioredoxin fold domain-containing protein
DDB_G0272420	DDB_G0272420		unknown
DDB_G0272422	gnt7		putative beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, putative glycosyltransferase, putative GlcNAc transferase
DDB_G0272424	DDB_G0272424		GCN5-related N-acetyltransferase
DDB_G0272426	pks11_ps	pks11, dipks11	pseudogene
DDB_G0272428	pks12_ps	pks12, dipks12	pseudogene
DDB_G0272432	DDB_G0272432		
DDB_G0272434	DDB_G0272434		Similar to Mus musculus (Mouse). Latent transforming growth factor beta binding protein 4 short splice variant.
DDB_G0272436	DDB_G0272436		Similar to Volvox carteri f. nagariensis. Pherophorin-dz1 protein.
DDB_G0272438	DDB_G0272438		
DDB_G0272440	DDB_G0272440		putative quinone oxidoreductase, alcohol dehydrogenase
DDB_G0272442	DDB_G0272442		
DDB_G0272446	act34_ps		pseudogene
DDB_G0272448	DDB_G0272448_RTE		gag
DDB_G0272450	DDB_G0272450		Similar to Homo sapiens (Human). Tenascin (TN) (Hexabrachion) (Cytotactin) (Neuronectin) (GMEM) (JI) (Miotendinous antigen) (Glioma-associated-extracellular matrix antigen) (GP 150-225) (Tenascin-C) (TN-C).
DDB_G0272452	DDB_G0272452		Similar to Leishmania major. L411.4.
DDB_G0272454	DDB_G0272454		RGS-containing protein kinase RCK1.
DDB_G0272456	DDB_G0272456		HEAT repeat-containing protein, armadillo-like helical domain-containing protein
DDB_G0272458	DDB_G0272458		
DDB_G0272460	DDB_G0272460		
DDB_G0272462	qprt		nicotinate-nucleotide diphosphorylase (carboxylating)
DDB_G0272464	DDB_G0272464		
DDB_G0272466	DDB_G0272466		short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein
DDB_G0272468	DDB_G0272468		BCDNA.GH06717.
DDB_G0272470	DDB_G0272470		Similar to Multicopy Suppressor of STA10-11; Mss11p.
DDB_G0272472	DDB_G0272472		calponin homology (CH) domain-containing protein, putative actin binding protein
DDB_G0272474	DDB_G0272474		
DDB_G0272476	DDB_G0272476		putative NADH dehydrogenase (ubiquinone), putative NADH-ubiquinone oxidoreductase 8B subunit, mitochondrial ribosome domain-containing protein
DDB_G0272478	DDB_G0272478		
DDB_G0272480	DDB_G0272480		Similar to Plasmodium falciparum (Isolate 3D7). 10b antigen, putative.
DDB_G0272482	DDB_G0272482		
DDB_G0272484	DDB_G0272484		HD phosphohydrolase domain-containing protein
DDB_G0272486	DDB_G0272486		pleckstrin homology (PH) domain-containing protein, Arf guanyl-nucleotide exchange factor, SEC7-like domain-containing protein
DDB_G0272488	DDB_G0272488		
DDB_G0272490	DDB_G0272490		
DDB_G0272492	DDB_G0272492		Similar to Dictyostelium discoideum (Slime mold). Hypothetical 127.0 kDa protein.
DDB_G0272494	DDB_G0272494		
DDB_G0272496	DDB_G0272496		
DDB_G0272498	osbD		oxysterol binding family protein, member 4
DDB_G0272500	DDB_G0272500		
DDB_G0272502	DDB_G0272502		
DDB_G0272504	DDB_G0272504		
DDB_G0272506	DDB_G0272506		
DDB_G0272508	DDB_G0272508		
DDB_G0272510	DDB_G0272510		terpenoid synthase domain-containing protein
DDB_G0272512	DDB_G0272512		unknown
DDB_G0272514	DDB_G0272514		
DDB_G0272516	DDB_G0272516		
DDB_G0272518	DDB_G0272518		
DDB_G0272520	act15	actin15, actinIII-12, actinA1, actinIII-12/A1, act3a	actin
DDB_G0272522	sgkA	SK, SPHK	sphingosine kinase
DDB_G0272524	malA	sigA	NADP-dependent malate dehydrogenase (oxaloacetate-decarboxylating), NADP malic enzyme
DDB_G0272526	sslA_ps2		pseudogene
DDB_G0272528	DDB_G0272528		Similar to Plasmodium falciparum. FHA domain protein, putative.
DDB_G0272530	DDB_G0272530		unknown
DDB_G0272532	DDB_G0272532		
DDB_G0272534	DDB_G0272534		Similar to Dictyostelium discoideum (Slime mold). Prespore-specific protein.
DDB_G0272536	DDB_G0272536		
DDB_G0272538	DDB_G0272538		Similar to Plasmodium falciparum (Isolate 3D7). Hypothetical 111.5 kDa protein.
DDB_G0272540	DDB_G0272540		
DDB_G0272542	prkag		CBS (cystathionine-beta-synthase) domain-containing protein, AMP-activated protein kinase gamma subunit, AMPK complex gamma subunit
DDB_G0272544	DDB_G0272544		reduced folate carrier family protein
DDB_G0272546	DDB_G0272546		
DDB_G0272548	DDB_G0272548		5'-B-MODULE (Fragment).
DDB_G0272550	DDB_G0272550		Similar to Gallus gallus (Chicken). Peptide transporter PepT1.
DDB_G0272554	DDB_G0272554_RTE		ORF2 protein from DIRS transposon
DDB_G0272556	CYP519C1		cytochrome P450 family protein
DDB_G0272558	DDB_G0272558		Similar to Babesia bigemina. 200 kDa antigen p200.
DDB_G0272560	capA-1	capA, CABP1	cAMP-binding protein
DDB_G0272562	csbB		contact site B protein
DDB_G0272564	psmD8-1	M4, psmD8	26S proteasome regulatory subunit S14, 26S proteasome non-ATPase regulatory subunit 8
DDB_G0272566	psmD14	SKS1	26S proteasome non-ATPase regulatory subunit 14, putative multidrug resistance protein
DDB_G0272568	cofC-1	DCOF3, cofC	cofilin-2
DDB_G0272570	DDB_G0272570		
DDB_G0272572	DDB_G0272572		
DDB_G0272574	DDB_G0272574		
DDB_G0272576	DDB_G0272576		
DDB_G0272578	ap3b-1		beta adaptin
DDB_G0272580	DDB_G0272580		RWD domain-containing protein, DRG family-regulatory protein 2
DDB_G0272582	maoB-1	maoB	amine oxidase (flavin-containing), monoamine oxidase
DDB_G0272584	maoC-1	maoC	amine oxidase (flavin-containing), monoamine oxidase
DDB_G0272586	DDB_G0272586		unknown
DDB_G0272588	dpm2-1	dpm2	dolichyl-phosphate mannosyltransferase 2 regulatory subunit
DDB_G0272590	srp14-1	srp14	signal recognition particle 14 kDa subunit
DDB_G0272592	DDB_G0272592		EGF-like domain-containing protein
DDB_G0272594	DDB_G0272594		
DDB_G0272596	DDB_G0272596		
DDB_G0272598	DDB_G0272598_ps		pseudogene
DDB_G0272600	DDB_G0272600		RING zinc finger-containing protein, WD40 repeat-containing protein
DDB_G0272602	DDB_G0272602		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0272604	CYP508A2-1	CYP508A2	cytochrome P450 family protein
DDB_G0272606	DDB_G0272606		
DDB_G0272608	stip-1	TFIP11, stip	D111/G-patch domain-containing protein
DDB_G0272610	DDB_G0272610		unknown
DDB_G0272612	DDB_G0272612		
DDB_G0272614	DDB_G0272614		DUF1794 family protein
DDB_G0272616	rnrB-1	rnrB, RNR	ribonucleotide reductase small subunit, ribonucleoside-diphosphate reductase
DDB_G0272618	tkt-1	tkt	transketolase, glycolaldehydetransferase
DDB_G0272620	DDB_G0272620		heat shock factor-binding protein 1
DDB_G0272622	DDB_G0272622		
DDB_G0272624	adrm1-1	adrm1	adhesion regulating molecule family protein
DDB_G0272626	DDB_G0272626		AT2G26590/T9J22.26. 6/101
DDB_G0272628	DDB_G0272628		zinc-containing alcohol dehydrogenase (ADH)
DDB_G0272630	DDB_G0272630		Putative Zn-dependent alcohol dehydrogenases
DDB_G0272632	DDB_G0272632		putative glutathione S-transferase, putative glutathione transferase
DDB_G0272634	dohh-1	DOHH	PBS lyase HEAT-like repeat-containing protein, deoxyhypusine monooxygenase, deoxyhypusine hydroxylase, deoxyhypusine dioxygenase
DDB_G0272636	DDB_G0272636		
DDB_G0272638	DDB_G0272638		phosphatidylinositol-4-phosphate 5-kinase (PIP5K) family protein
DDB_G0272640	DDB_G0272640		F37B1.3 PROTEIN. 6/101
DDB_G0272642	DDB_G0272642		FNIP repeat-containing protein
DDB_G0272644	DDB_G0272644		
DDB_G0272646	cofD-1	cofD	cofilin
DDB_G0272648	DDB_G0272648		
DDB_G0272650	DDB_G0272650		
DDB_G0272652	CYP525A1		cytochrome P450 family protein
DDB_G0272654	DDB_G0272654		putative transmembrane protein
DDB_G0272656	DDB_G0272656		cystine knot domain-containing protein
DDB_G0272658	DDB_G0272658	sigN1	hssA/2C/7E family protein
DDB_G0272660	serS	serRS	seryl-tRNA synthetase, serine-tRNA ligase
DDB_G0272662	DDB_G0272662		putative protein tyrosine phosphatase, dual specificity
DDB_G0272664	DDB_G0272664		
DDB_G0272666	DDB_G0272666		putative ankyrin repeat protein
DDB_G0272668	ppr2	ppp4r2	protein phosphatase 4 regulatory subunit 2
DDB_G0272670	DDB_G0272670		
DDB_G0272672	DDB_G0272672		C2H2-type zinc finger-containing protein
DDB_G0272674	DDB_G0272674		unknown
DDB_G0272676	sf3a1		ubiquitin domain-containing protein, SWAP/Surp domain-containing protein, splicing factor 3A subunit 1
DDB_G0272678	DDB_G0272678		Phosphatidylethanolamine N-methyltransferase
DDB_G0272680	DDB_G0272680	PP2C	protein phosphatase 2C
DDB_G0272682	DDB_G0272682		endonuclease/exonuclease/phosphatase domain-containing protein, cry34 related protein
DDB_G0272684	qdpr	DHPR	dihydropteridine reductase, quinoid dihydropteridine reductase
DDB_G0272686	DDB_G0272686		
DDB_G0272688	DDB_G0272688		NmrA-like protein
DDB_G0272690	DDB_G0272690		SWIFT. 6/101
DDB_G0272692	DDB_G0272692		
DDB_G0272694	gacH	RacGAP	RhoGAP domain-containing protein
DDB_G0272696	DDB_G0272696		
DDB_G0272698	DDB_G0272698		
DDB_G0272700	DDB_G0272700		
DDB_G0272702	DDB_G0272702		
DDB_G0272704	CYP515A1		cytochrome P450 family protein
DDB_G0272706	DDB_G0272706		terpenoid synthase domain-containing protein
DDB_G0272708	DDB_G0272708		N(6)-adenine-specific DNA methyltransferase
DDB_G0272710	nat9		N-acetyltransferase 9
DDB_G0272712	DDB_G0272712		
DDB_G0272714	DDB_G0272714		
DDB_G0272716	DDB_G0272716		putative transmembrane protein
DDB_G0272718	DDB_G0272718		unknown
DDB_G0272720	DDB_G0272720		unknown
DDB_G0272722	DDB_G0272722		
DDB_G0272724	DDB_G0272724		unknown
DDB_G0272726	DDB_G0272726		
DDB_G0272728	DDB_G0272728		unknown
DDB_G0272730	alg2		glycosyltransferase, alpha-1,3-mannosyltransferase
DDB_G0272732	emg1		putative ribosome biogenesis protein
DDB_G0272734	DDB_G0272734		
DDB_G0272736	tgrN1		immunoglobulin E-set domain-containing protein
DDB_G0272738	iunH		N-D-ribosylpurine ribohydrolase, inosine-uridine nucleoside N-ribohydrolase
DDB_G0272740	DDB_G0272740		putative histone-like transcription factor
DDB_G0272742	DDB_G0272742		CG5367 PROTEIN. 6/101
DDB_G0272744	DDB_G0272744		hssA/2C/7E family protein
DDB_G0272746	DDB_G0272746		
DDB_G0272748	DDB_G0272748		
DDB_G0272750	DDB_G0272750		
DDB_G0272752	DDB_G0272752		C2 domain-containing protein
DDB_G0272754	gsr	GR	glutathione reductase, glutathione-disulfide reductase
DDB_G0272756	csbC		contact site B protein
DDB_G0272758	chtf18	CTF18	chromosome transmission fidelity protein 18 homolog
DDB_G0272760	mcm6		MCM family protein, putative DNA replication licensing factor
DDB_G0272762	DDB_G0272762		
DDB_G0272765	DDB_G0272765		
DDB_G0272767	DDB_G0272767		
DDB_G0272769	DDB_G0272769		TRANSMEMBRANE PROTEIN NRF-6
DDB_G0272771	wdr7		WD40 repeat-containing protein
DDB_G0272773	DDB_G0272773		DUF3430 family protein
DDB_G0272775	anapc8	ANA8, CDC23	anaphase promoting complex subunit 8
DDB_G0272777	DDB_G0272777		AAA ATPase domain-containing protein
DDB_G0272781	pmmB	PMM	phosphomannomutase B
DDB_G0272783	rliA		major facilitator superfamily protein
DDB_G0272785	DDB_G0272785		ACYLOXYACYL HYDROLASE
DDB_G0272787	sds		L-serine ammonia-lyase, L-serine dehydratase, serine deaminase
DDB_G0272789	rlp24		ribosomal protein L24-like protein, putative ribosome biogenesis protein rlp24
DDB_G0272791	rsc11-1	rsc11	alpha/beta hydrolase fold-1 domain-containing protein
DDB_G0272793	DDB_G0272793		
DDB_G0272795	3B-1	3B	prespore-specific protein
DDB_G0272797	DDB_G0272797		putative protein serine/threonine kinase, CDK family protein kinase, protein kinase, CMGC group
DDB_G0272799	icmA-1	icmA, ICMT	prenylcysteine methyltransferase, protein-S-isoprenylcysteine O-methyltransferase
DDB_G0272801	DDB_G0272801		
DDB_G0272803	DDB_G0272803		
DDB_G0272805	DDB_G0272805		EGF-like domain-containing protein
DDB_G0272807	DDB_G0272807		Similar to hypothetical ORF; Ypl110cp.
DDB_G0272809	DDB_G0272809		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.
DDB_G0272811	DDB_G0272811		WASP-related protein, putative actin binding protein
DDB_G0272813	cdk1	cdc2, cdcB, CAK	p34-cdc2 protein, protein serine/threonine kinase, CDK family protein kinase, cyclin-dependent kinase, protein kinase, CMGC group, CDC2 subfamily protein kinase
DDB_G0272815	cprE	CP5	cysteine proteinase 5
DDB_G0272817	tgrA_ps4		pseudogene
DDB_G0272819	hspC	hsp32	heat shock protein
DDB_G0272821	DDB_G0272821		
DDB_G0272823	DDB_G0272823		Similar to Dictyostelium discoideum (Slime mold). hypothetical 97.7 kDa protein.
DDB_G0272825	rps4		40S ribosomal protein S4
DDB_G0272827	cbpI	CBP9	EF-hand domain-containing protein
DDB_G0272829	DDB_G0272829		
DDB_G0272831	psmA7	DD5, prdE	proteasome subunit alpha type 7, 20S proteasome subunit alpha-7
DDB_G0272833	csbA		contact site B protein
DDB_G0272835	plip		phosphatidylinositol phosphatase, phosphoinositide phosphatase, phospholipid-inositol phosphatase
DDB_G0272837	ifkA		eukaryotic translation initiation factor 2 alpha (eIF2alpha) kinase, anticodon-binding domain-containing protein, GCN2 subfamily protein kinase, PEK family protein kinase, protein kinase, STE group
DDB_G0272839	DDB_G0272839		histidine triad (HIT) family protein
DDB_G0272841	DDB_G0272841		Similar to Arabidopsis thaliana (Mouse-ear cress). Purple acid phosphatase, putative.
DDB_G0272843	DDB_G0272843		
DDB_G0272845	DDB_G0272845		AB-hydrolase associated lipase region containing protein
DDB_G0272847	DDB_G0272847		
DDB_G0272849	DDB_G0272849		EGF-like domain-containing protein
DDB_G0272851	DDB_G0272851_ps		pseudogene
DDB_G0272853	DDB_G0272853		
DDB_G0272855	DDB_G0272855		
DDB_G0272857	rapB		Ras GTPase
DDB_G0272859	pks14	dipks14, PKS	putative polyketide synthase, beta-ketoacyl synthase family protein
DDB_G0272861	DDB_G0272861		UPF0727 family protein
DDB_G0272863	DDB_G0272863		
DDB_G0272865	DDB_G0272865		
DDB_G0272867	argS1	argS, ArgRS	arginyl-tRNA synthetase, arginine-tRNA ligase
DDB_G0272869	sun1	DdSUN1, Sun-1	SUN domain-containing protein 1
DDB_G0272871	ssu72		RNA polymerase II subunit A C-terminal domain phosphatase, CTD phosphatase, SSU72 phosphatase family protein
DDB_G0272873	DDB_G0272873		
DDB_G0272875	cpnB-1	cpnB	phospholipid-binding protein, copine B
DDB_G0272877	DDB_G0272877		
DDB_G0272879	DDB_G0272879		
DDB_G0272881	DDB_G0272881		unknown
DDB_G0272883	ksrA-1	ksrA	3-dehydrosphinganine reductase, 3-ketosphinganine reductase, short-chain dehydrogenase/reductase (SDR) family protein
DDB_G0272885	fslJ-1	fslJ, cnrA	G-protein-coupled receptor (GPCR) family protein, frizzled and smoothened-like protein, putative cell number regulator
DDB_G0272889	surf1-1	surf1	surf1 family protein
DDB_G0272891	DDB_G0272891		
DDB_G0272893	rpl15-1	rpl15	S60 ribosomal protein L15
DDB_G0272895	DDB_G0272895		
DDB_G0272897	DDB_G0272897		EGF-like domain-containing protein
DDB_G0272901	DDB_G0272901		EGF-like domain-containing protein
