SPCC5E4.05c	UniProtKB:O94305
SPAC1006.01	UniProtKB:Q9UTS0
SPAC57A7.12	UniProtKB:P87142
SPAC27F1.03c	UniProtKB:Q10171
SPAPB1E7.12	UniProtKB:Q9C0Z7
SPAC688.12c	UniProtKB:Q9P6L4
SPBC56F2.09c	UniProtKB:O60060
SPBC1289.12	UniProtKB:O94621
SPAC1142.08	UniProtKB:O14270
SPAC3H5.04	UniProtKB:Q6LA53
SPCC1682.15	UniProtKB:O74444
SPCC126.09	UniProtKB:O94402
SPBC1711.11	UniProtKB:Q9P779
SPAC10F6.05c	UniProtKB:O42646
SPAC31A2.14	UniProtKB:Q09731
SPAC23D3.13c	UniProtKB:Q09853
SPBC2F12.03c	UniProtKB:O14338
SPAC1687.17c	UniProtKB:O94458
SPAC4D7.05	UniProtKB:P79083
SPBC1709.17	UniProtKB:O74742
SPBC8D2.17	UniProtKB:O13640
SPAPB8E5.06c	UniProtKB:P36584
SPCP31B10.02	UniProtKB:Q9USH2
SPCC1494.10	UniProtKB:O74522
SPBC409.08	UniProtKB:Q7Z9I0
SPBC13E7.06	UniProtKB:Q9P6R4
SPAC2F7.11	UniProtKB:Q09702
SPBPB10D8.05c	UniProtKB:Q9C0Q1
SPCC70.06	UniProtKB:Q9USI4
SPCC576.05	UniProtKB:O74889
SPCC70.04c	UniProtKB:O74525
SPBC577.08c	UniProtKB:Q9USR1
SPAC11E3.08c	UniProtKB:O13688
SPCC1739.15	UniProtKB:O74474
SPBC36.08c	UniProtKB:O59705
SPBC211.01	UniProtKB:O60186
SPBC2F12.08c	UniProtKB:P40997
SPBC336.13c	UniProtKB:Q9UST2
SPAC227.07c	UniProtKB:Q12702
SPAC19B12.10	UniProtKB:Q9P371
SPAC6B12.16	UniProtKB:O14220
SPAC9E9.06c	UniProtKB:Q42598
SPAC15E1.09	UniProtKB:Q9UTI2
SPBC25B2.03	UniProtKB:O74775
SPAC637.09	UniProtKB:O94443
SPCC550.03c	UniProtKB:O59801
SPBC28E12.06c	UniProtKB:Q7LKZ7
SPBC2G2.15c	UniProtKB:P78860
SPCC794.09c	UniProtKB:P50522
SPBP23A10.03c	UniProtKB:Q9P7Y2
SPAPB18E9.05c	UniProtKB:Q8TFG3
SPAC227.14	UniProtKB:Q9UTC5
SPAC57A10.05c	UniProtKB:P87053
SPBC16C6.11	UniProtKB:O42935
SPBC21D10.11c	UniProtKB:O74351
SPCC338.05c	UniProtKB:O74983
SPAC977.06	UniProtKB:Q9P7U3
SPCC1442.11c	UniProtKB:O94583
SPAC1834.01	UniProtKB:P79063
SPAC664.04c	UniProtKB:O60144
SPBPB21E7.09	UniProtKB:Q8NKC0
SPCC1235.01	UniProtKB:O59779
SPBC119.14	UniProtKB:O42905
SPCC548.06c	UniProtKB:Q9P3U7
SPCC645.14c	UniProtKB:Q9USI5
SPCC320.11c	UniProtKB:Q1MTQ9
SPAC26A3.10	UniProtKB:Q10165
SPAC1486.05	UniProtKB:Q9UTK4
SPAC1006.08	UniProtKB:Q9UTR4
SPBC8D2.05c	UniProtKB:O13652
SPCC126.08c	UniProtKB:O94401
SPCC757.04	UniProtKB:O74915
SPCC1672.10	UniProtKB:O94244
SPCC5E4.04	UniProtKB:P18296
SPAC1751.03	UniProtKB:Q09722
SPAC26H5.07c	UniProtKB:O13989
SPAC1B2.03c	UniProtKB:Q9UTF7
SPAC11E3.03	UniProtKB:O13684
SPAC31G5.07	UniProtKB:O14107
SPCC1739.02c	UniProtKB:O74464
SPAC4D7.12c	UniProtKB:O14443
SPAC3A12.03c	UniProtKB:P87119
SPAC1687.02	UniProtKB:O94448
SPAC1250.05	UniProtKB:Q9UTP0
SPCC330.19c	UniProtKB:Q8J1M7
SPCC1322.13	UniProtKB:P15567
SPBC354.06	UniProtKB:O43020
SPBC23G7.08c	UniProtKB:O94466
SPCC320.04c	UniProtKB:O59781
SPCC11E10.04	UniProtKB:Q9USP3
SPAC19G12.13c	UniProtKB:O13852
SPBC27B12.11c	UniProtKB:O13658
SPBC1105.10	UniProtKB:Q9Y817
SPBC16G5.09	UniProtKB:O60123
SPAC1A6.11	UniProtKB:Q9C114
SPAC6G9.01c	UniProtKB:Q92346
SPAC1952.09c	UniProtKB:Q9UUJ9
SPBC2D10.09	UniProtKB:O74802
SPAC823.05c	UniProtKB:Q9P6P1
SPAC16A10.02	UniProtKB:P87294
SPBC18H10.05	UniProtKB:O60136
SPBC660.06	UniProtKB:O94426
SPAC23H4.17c	UniProtKB:O13958
SPCC1442.14c	UniProtKB:O94586
SPBPB10D8.04c	UniProtKB:Q9C0Q1
SPBC2D10.14c	UniProtKB:O74805
SPBC1773.01	UniProtKB:O94560
SPBC30D10.09c	UniProtKB:O14355
SPAP8A3.13c	UniProtKB:Q9UT04
SPBC577.11	UniProtKB:Q9USQ8
SPBC25D12.02c	UniProtKB:O74354
SPAC31G5.09c	UniProtKB:P27638
SPAC19G12.16c	UniProtKB:O13854
SPAC23G3.10c	UniProtKB:Q9P7S3
SPBC1271.10c	UniProtKB:O94343
SPBC4B4.02c	UniProtKB:O74963
SPAC6G10.08	UniProtKB:O14254
SPAP27G11.04c	UniProtKB:Q9P7N4
SPBC11C11.06c	UniProtKB:Q10195
SPAC2E1P3.03c	UniProtKB:Q05654
SPCC1902.01	UniProtKB:Q10280
SPAC16E8.10c	UniProtKB:O13744
SPAC977.15	UniProtKB:Q9P7U1
SPBC428.08c	UniProtKB:O60016
SPCC1442.12	UniProtKB:O94584
SPCC285.10c	UniProtKB:O74497
SPAC3H5.06c	UniProtKB:P28040
SPCC825.05c	UniProtKB:Q9USH5
SPBC19C2.03	UniProtKB:P48011
SPAC1002.19	UniProtKB:Q9US41
SPAC17H9.11	UniProtKB:O13808
SPAC23C4.02	UniProtKB:O13923
SPBC530.04	UniProtKB:O59740
SPBC2A9.13	UniProtKB:Q9P7Z4
SPCC1682.08c	UniProtKB:O74438
SPBC543.08	UniProtKB:Q9HGM4
SPBC3H7.09	UniProtKB:O74384
SPAPB1A11.01	UniProtKB:Q9HDX4
SPBC28F2.03	UniProtKB:P18253
SPBC12C2.02c	UniProtKB:Q09743
SPBC36.10	UniProtKB:O59707
SPCC965.09	UniProtKB:O59829
SPCP1E11.06	UniProtKB:Q9UU81
SPBC21D10.09c	UniProtKB:O74349
SPAC323.03c	UniProtKB:Q9UT96
SPAC3G6.09c	UniProtKB:O14145
SPBC36B7.04	UniProtKB:Q9HGN6
SPAC589.09	UniProtKB:Q9HDZ5
SPBC15D4.09c	UniProtKB:O74314
SPAC12G12.09	UniProtKB:Q09872
SPBC2A9.07c	UniProtKB:Q9Y7K9
SPAC1687.05	UniProtKB:O94451
SPAC4F10.09c	UniProtKB:O36021
SPCC1259.15c	UniProtKB:O00103
SPBC11G11.07	UniProtKB:Q9USZ2
SPCC70.03c	UniProtKB:O74524
SPAC328.04	UniProtKB:Q9P3U2
SPAC23H3.09c	UniProtKB:O13940
SPAC22F3.08c	UniProtKB:Q09775
SPCC1235.15	UniProtKB:O74850
SPAC4F8.11	UniProtKB:O14186
SPBC359.01	UniProtKB:Q9P5N4
SPBC6B1.05c	UniProtKB:O43069
SPCC306.11	UniProtKB:Q9Y7R9
SPBC582.04c	UniProtKB:Q10338
SPAC30C2.07	UniProtKB:Q9P6K4
SPBC36.09	UniProtKB:O59706
SPAC20G8.06	UniProtKB:P87112
SPAPB8E5.10	UniProtKB:Q9C0X5
SPCC1020.01c	UniProtKB:P28876
SPBC1347.12	UniProtKB:O94630
SPAC57A10.07	UniProtKB:P87055
SPBC32C12.03c	UniProtKB:O59697
SPBPB2B2.06c	UniProtKB:Q9HDU9
SPAC13G7.13c	UniProtKB:Q10277
SPBC543.05c	UniProtKB:Q9HGM6
SPAC12B10.07	UniProtKB:Q10434
SPAC23C11.02c	UniProtKB:P79057
SPCC4B3.12	UniProtKB:Q9USK2
SPAC19B12.05c	UniProtKB:Q9P376
SPBP8B7.21	UniProtKB:O94269
SPBC4C3.09	UniProtKB:O43062
SPBP4H10.17c	UniProtKB:Q9P7D2
SPAC1687.03c	UniProtKB:O94449
SPACUNK4.10	UniProtKB:O14075
SPCC11E10.01	UniProtKB:O94350
SPBC29A3.18	UniProtKB:O59680
SPBC15D4.12c	UniProtKB:O74317
SPAC6C3.09	UniProtKB:Q10312
SPBC1D7.02c	UniProtKB:O14335
SPCC553.02	UniProtKB:O74940
SPCC1827.08c	UniProtKB:O74531
SPBC83.02c	UniProtKB:O94686
SPBC216.03	UniProtKB:Q9Y7K0
SPAC144.10c	UniProtKB:Q9UTL4
SPAC17A5.14	UniProtKB:P40383
SPAC56F8.11	UniProtKB:Q10259
SPCC63.04	UniProtKB:Q9Y704
SPBC16E9.17c	UniProtKB:O14332
SPBC2G2.02	UniProtKB:O43001
SPCC320.03	UniProtKB:O59780
SPAC22G7.06c	UniProtKB:Q09794
SPAC9E9.05	UniProtKB:O14291
SPBC2F12.02c	UniProtKB:O14337
SPAC13G6.07c	UniProtKB:P05752
SPAC1F7.02c	UniProtKB:Q09916
SPBC23G7.09	UniProtKB:P10840
SPAC4H3.13	UniProtKB:Q10220
SPBC16D10.01c	UniProtKB:Q1MTN8
SPAC30.03c	UniProtKB:Q9P7V3
SPAC11H11.03c	UniProtKB:Q9UTP4
SPBC1E8.02	UniProtKB:O42967
SPAC31G5.19	UniProtKB:O14114
SPAC458.02c	UniProtKB:Q9P3W6
SPBC8D2.18c	UniProtKB:O13639
SPBC646.15c	UniProtKB:O94516
SPCC1494.03	UniProtKB:O60077
SPAC17A2.04c	UniProtKB:O13754
SPAC3F10.09	UniProtKB:Q10184
SPBC2A9.02	UniProtKB:Q9Y7K4
SPBC9B6.05c	UniProtKB:Q9Y7M4
SPBC1734.03	UniProtKB:Q4LB35
SPBPB2B2.13	UniProtKB:Q9HDU2
SPAC8C9.06c	UniProtKB:O14275
SPAC24C9.09	UniProtKB:O13969
SPAC4D7.06c	UniProtKB:O14172
SPBC1711.14	UniProtKB:Q09094
SPBC3D6.15	UniProtKB:O74172
SPAC6F12.17	UniProtKB:O14233
SPCC18.16c	UniProtKB:O74866
SPAC222.06	UniProtKB:Q9UTE6
SPAC22F3.11c	UniProtKB:Q09776
SPAC1834.02	UniProtKB:Q9P7R0
SPAC1556.02c	UniProtKB:Q9UTJ7
SPBC20F10.06	UniProtKB:O14417
SPCC970.08	UniProtKB:O74561
SPBC16D10.03	UniProtKB:O94637
SPAC19G12.15c	UniProtKB:P78875
SPCC1795.09	UniProtKB:O59774
SPBC660.16	UniProtKB:P78812
SPCC1620.05	UniProtKB:O94412
SPAP8A3.05	UniProtKB:Q9UT10
SPAC105.03c	UniProtKB:Q9P7H9
SPAC4F8.03	UniProtKB:O14179
SPAC1805.07c	UniProtKB:Q9UTG8
SPAC922.06	UniProtKB:Q9URX0
SPAC6G10.12c	UniProtKB:O14258
SPBC530.05	UniProtKB:O59741
SPBC1289.11	UniProtKB:O94620
SPAC26A3.07c	UniProtKB:Q10157
SPAC3C7.07c	UniProtKB:O14133
SPAC644.04	UniProtKB:Q9P6Q6
SPAC26A3.17c	UniProtKB:Q10170
SPAP8A3.07c	UniProtKB:Q9UT09
SPBC29A3.12	UniProtKB:O59675
SPAC20G4.05c	UniProtKB:O13890
SPCC645.07	UniProtKB:Q9Y7U6
SPCC622.12c	UniProtKB:P78804
SPAC186.05c	UniProtKB:Q9P7Q0
SPBP26C9.03c	UniProtKB:Q9HFE1
SPAC4H3.12c	UniProtKB:Q10219
SPBC365.10	UniProtKB:Q9Y7X8
SPAC22E12.10c	UniProtKB:Q10361
SPCC330.09	UniProtKB:O74879
SPCC584.12	UniProtKB:Q09886
SPCC16C4.12	UniProtKB:O74457
SPAPYUG7.06	UniProtKB:Q8X1T0
SPAC29A4.11	UniProtKB:O14014
SPBC106.06	UniProtKB:P50999
SPAC167.05	UniProtKB:P87132
SPAC24H6.03	UniProtKB:Q09760
SPAC13G7.11	UniProtKB:Q10275
SPAC1952.12c	UniProtKB:Q9UUJ7
SPBC1289.08	UniProtKB:O94617
SPAC22E12.09c	UniProtKB:Q09175
SPAC25B8.05	UniProtKB:Q9UTB3
SPAC607.08c	UniProtKB:Q9US10
SPAC30D11.11	UniProtKB:Q09910
SPCC584.05	UniProtKB:O94590
SPAC824.06	UniProtKB:Q9UT37
SPCC550.13	UniProtKB:O59836
SPAC1F7.01c	UniProtKB:Q09915
SPAC4D7.10c	UniProtKB:O14174
SPAC4G9.10	UniProtKB:P31317
SPAC9G1.03c	UniProtKB:P52808
SPAC1142.09	UniProtKB:Q9P7F5
SPAC664.09	UniProtKB:Q9US04
SPCC1259.01c	UniProtKB:O94754
SPAC2E1P5.04c	UniProtKB:P32434
SPAC2G11.06	UniProtKB:Q09803
SPBC30D10.15	UniProtKB:O14360
SPAC25G10.03	UniProtKB:Q10424
SPAC14C4.07	UniProtKB:O13714
SPBC20F10.08c	UniProtKB:O42977
SPCC970.06	UniProtKB:O74559
SPAC6F12.12	UniProtKB:P78759
SPAC12G12.10	UniProtKB:Q09873
SPAC144.13c	UniProtKB:O13286
SPAC16C9.05	UniProtKB:Q09819
SPAC22H12.05c	UniProtKB:O94439
SPBC337.13c	UniProtKB:O74824
SPAC1002.08c	UniProtKB:Q9US51
SPBP16F5.05c	UniProtKB:Q9HFE7
SPAC10F6.17c	UniProtKB:O14189
SPAC926.04c	UniProtKB:P41887
SPBC1105.03c	UniProtKB:Q9Y822
SPBC409.17c	UniProtKB:Q9UUA7
SPAC11E3.15	UniProtKB:Q09668
SPCC1183.05c	UniProtKB:O74833
SPBC32F12.11	UniProtKB:P78958
SPCC320.10	UniProtKB:O59787
SPCC24B10.16c	UniProtKB:Q9P7J0
SPAC6F12.05c	UniProtKB:P41888
SPCC285.11	UniProtKB:O74498
SPAC23C11.01	UniProtKB:O13909
SPBC16D10.05	UniProtKB:Q9Y719
SPCC757.02c	UniProtKB:O74913
SPAC23H4.11c	UniProtKB:O13952
SPAC664.05	UniProtKB:O74175
SPBC530.12c	UniProtKB:O59747
SPAC26A3.01	UniProtKB:P32834
SPAC1039.09	UniProtKB:P40901
SPAC5D6.05	UniProtKB:O14198
SPAC1687.11	UniProtKB:O42832
SPBC3D6.16	UniProtKB:Q4ZGE2
SPBC365.07c	UniProtKB:Q9Y7Y1
SPAC22F8.07c	UniProtKB:Q9UUI6
SPAC23A1.06c	UniProtKB:O42844
SPBC29A10.08	UniProtKB:Q9USU5
SPAC57A7.13	UniProtKB:P87143
SPAC1F3.09	UniProtKB:Q10414
SPAC18G6.04c	UniProtKB:Q10104
SPAC5D6.09c	UniProtKB:O14201
SPBC32F12.08c	UniProtKB:O74372
SPBC14F5.09c	UniProtKB:O60105
SPAC6G9.08	UniProtKB:Q92353
SPBC1709.18	UniProtKB:O74743
SPAC9.07c	UniProtKB:Q9UT21
SPAC27D7.13c	UniProtKB:O42667
SPCC2H8.02	UniProtKB:Q9Y7Q9
SPAC5H10.08c	UniProtKB:Q09673
SPCC1259.13	UniProtKB:P34208
SPCC63.05	UniProtKB:Q9Y7T1
SPBCPT2R1.01c	UniProtKB:Q9P3V9
SPAC227.15	UniProtKB:Q9UTC4
SPCC1235.02	UniProtKB:O59778
SPBC725.09c	UniProtKB:Q9UUM7
SPCC553.09c	UniProtKB:O74946
SPAC4G8.07c	UniProtKB:Q09833
SPAC31G5.08	UniProtKB:P87214
SPAC1006.07	UniProtKB:P47943
SPAC343.20	UniProtKB:Q9C111
SPBC1A4.02c	UniProtKB:P18869
SPAC3H1.07	UniProtKB:Q10066
SPBC18A7.01	UniProtKB:Q9UUD8
SPBC14F5.12c	UniProtKB:O60108
SPBC428.16c	UniProtKB:O94363
SPAC56F8.12	UniProtKB:Q10260
SPAC4A8.02c	UniProtKB:O14155
SPBC83.18c	UniProtKB:O94701
SPAC17H9.04c	UniProtKB:O13801
SPAC22A12.14c	UniProtKB:O13905
SPAC20G8.10c	UniProtKB:P87117
SPAC22A12.11	UniProtKB:O13902
SPAC227.13c	UniProtKB:Q9UTC6
SPCC4G3.19	UniProtKB:P87244
SPBP4H10.07	UniProtKB:Q9P7E1
SPBC354.10	UniProtKB:O43024
SPAC16E8.07c	UniProtKB:O13742
SPAP27G11.11c	UniProtKB:Q9P7M7
SPBC1718.05	UniProtKB:Q9P7N9
SPAC15A10.09c	UniProtKB:O13729
SPCC1682.11c	UniProtKB:O74441
SPAC1F8.01	UniProtKB:Q92339
SPBC660.14	UniProtKB:P30290
SPAC12G12.05c	UniProtKB:Q09869
SPBC18H10.15	UniProtKB:O60145
SPAC16A10.01	UniProtKB:P87293
SPCC417.11c	UniProtKB:O94492
SPBC336.14c	UniProtKB:Q9UST1
SPAC6B12.11	UniProtKB:O14216
SPAC1486.10	UniProtKB:P36598
SPAC13C5.03	UniProtKB:Q09684
SPAPB17E12.13	UniProtKB:Q8TFH1
SPBC839.10	UniProtKB:Q8WZK0
SPAC14C4.15c	UniProtKB:Q9P7E9
SPAC24B11.14	UniProtKB:Q9UR21
SPAP32A8.03c	UniProtKB:Q9C1X4
SPBC119.07	UniProtKB:O42900
SPBC577.12	UniProtKB:Q9USQ7
SPAC9E9.04	UniProtKB:O14290
SPBC800.12c	UniProtKB:Q9HGL0
SPBC106.16	UniProtKB:Q10329
SPBC1778.03c	UniProtKB:Q9Y7J0
SPAC15F9.01c	UniProtKB:Q10098
SPBP23A10.13	UniProtKB:Q9Y794
SPBPB2B2.17c	UniProtKB:Q9HDU0
SPCP1E11.04c	UniProtKB:Q9UU83
SPBC3H7.11	UniProtKB:O74386
SPBC2F12.05c	UniProtKB:O14340
SPCC794.03	UniProtKB:O59813
SPCC1919.07	UniProtKB:O94475
SPBP8B7.03c	UniProtKB:P35679
SPBC1289.03c	UniProtKB:P28748
SPAC56F8.05c	UniProtKB:Q10253
SPAC27F1.06c	UniProtKB:Q10175
SPBC337.10c	UniProtKB:O74821
SPAC22F3.04	UniProtKB:Q09773
SPBC1734.15	UniProtKB:Q09948
SPCC188.06c	UniProtKB:P21565
SPBC13E7.07	UniProtKB:Q9P6R3
SPBP35G2.12	UniProtKB:Q9P791
SPBC119.15	UniProtKB:O42906
SPBC11B10.06	UniProtKB:O13600
SPCPB16A4.03c	UniProtKB:O74928
SPBC17G9.12c	UniProtKB:Q9UUE0
SPBC1348.10c	UniProtKB:Q9P327
SPCC584.03c	UniProtKB:O94589
SPBC6B1.10	UniProtKB:O43071
SPAC3G9.09c	UniProtKB:P56286
SPBC215.15	UniProtKB:O94319
SPCC1739.06c	UniProtKB:O74468
SPAC637.08	UniProtKB:O94442
SPAC30C2.08	UniProtKB:Q9P6K3
SPCC965.06	UniProtKB:O59826
SPAC23A1.15c	UniProtKB:O42852
SPBC36B7.03	UniProtKB:Q9HGN7
SPAC1F5.06	UniProtKB:Q10061
SPAC6B12.02c	UniProtKB:O14207
SPAC1952.10c	UniProtKB:Q9UUJ8
SPBC1105.16c	UniProtKB:Q9Y813
SPAC25B8.18	UniProtKB:Q9UTA2
SPBC947.08c	UniProtKB:O43083
SPBC1709.03	UniProtKB:O74728
SPCC16A11.04	UniProtKB:Q9USN1
SPAC5D6.06c	UniProtKB:O14199
SPAC23G3.02c	UniProtKB:Q9P7T1
SPAC12G12.16c	UniProtKB:Q09708
SPCC320.06	UniProtKB:O59783
SPAC343.02	UniProtKB:Q9UT87
SPCC1739.14	UniProtKB:O14310
SPBC577.09	UniProtKB:Q9USR0
SPCC63.14	UniProtKB:Q9Y7U0
SPBC428.05c	UniProtKB:O94354
SPCC1183.08c	UniProtKB:O74836
SPBC14F5.07	UniProtKB:O60103
SPBC19G7.05c	UniProtKB:Q10287
SPBC18H10.08c	UniProtKB:O60139
SPBC646.13	UniProtKB:Q09826
SPAC19A8.05c	UniProtKB:O13821
SPBC342.02	UniProtKB:Q9Y7Y8
SPBC359.02	UniProtKB:Q9P5N3
SPBC800.11	UniProtKB:Q9HGL1
SPBP23A10.12	UniProtKB:Q9P7X3
SPBC30D10.13c	UniProtKB:Q09171
SPBC2G5.02c	UniProtKB:O94281
SPBC13G1.06c	UniProtKB:O60068
SPAC17G6.16c	UniProtKB:O13794
SPCC11E10.03	UniProtKB:Q9USP4
SPBC27.04	UniProtKB:Q9P6S3
SPAC1783.01	UniProtKB:Q9US28
SPAC6C3.08	UniProtKB:Q10311
SPCC16C4.03	UniProtKB:O74448
SPCC18B5.05c	UniProtKB:Q9USL6
SPAC6F6.15	UniProtKB:P36586
SPAC607.03c	UniProtKB:O74690
SPAC323.04	UniProtKB:Q9UT95
SPAC1F7.11c	UniProtKB:Q09922
SPBC32H8.04c	UniProtKB:O13610
SPBC776.07	UniProtKB:O94675
SPAC869.11	UniProtKB:Q9URZ4
SPAC11D3.09	UniProtKB:Q10088
SPCC584.11c	UniProtKB:Q09885
SPCC576.19c	UniProtKB:Q9C0V2
SPAC56F8.03	UniProtKB:Q10251
SPBC4F6.06	UniProtKB:P22987
SPAC15A10.02	UniProtKB:O13722
SPAC19G12.07c	UniProtKB:O13845
SPCC1919.03c	UniProtKB:P78789
SPAC13F5.06c	UniProtKB:O13705
SPCC330.05c	UniProtKB:P14965
SPBC9B6.10	UniProtKB:O94740
SPBC409.12c	UniProtKB:Q0E7J7
SPAC6B12.08	UniProtKB:O14213
SPBC16H5.11c	UniProtKB:P78963
SPAC1F7.08	UniProtKB:Q09920
SPAC10F6.07c	UniProtKB:O42647
SPAPB8E5.05	UniProtKB:P34068
SPAC19G12.01c	UniProtKB:O42839
SPCC1753.04	UniProtKB:O94505
SPAC8E11.10	UniProtKB:Q9Y6Z9
SPCP1E11.03	UniProtKB:Q9UU84
SPAC22F8.04	UniProtKB:Q9UUI8
SPBC530.09c	UniProtKB:O59745
SPCC1450.15	UniProtKB:Q9Y7P2
SPAC1F12.02c	UniProtKB:Q10344
SPAC10F6.04	UniProtKB:O42645
SPAP27G11.16	UniProtKB:Q9C109
SPCC338.13	UniProtKB:O74990
SPBC11C11.02	UniProtKB:Q10199
SPBC839.05c	UniProtKB:O42984
SPAC17A2.06c	UniProtKB:O13756
SPAC13G7.10	UniProtKB:Q10274
SPCC191.05c	UniProtKB:Q9Y7P9
SPBC3B8.04c	UniProtKB:O59712
SPBC887.06c	UniProtKB:O94291
SPBC3E7.12c	UniProtKB:O59732
SPBC409.21	UniProtKB:Q9UUA4
SPBC27B12.06	UniProtKB:O13663
SPBC800.02	UniProtKB:Q9HGL9
SPBC1105.02c	UniProtKB:Q9Y823
SPCC1020.10	UniProtKB:O59763
SPBP4H10.16c	UniProtKB:Q9P7D3
SPAC23A1.05	UniProtKB:O42843
SPBC1711.17	UniProtKB:Q9P774
SPCC622.10c	UniProtKB:O94598
SPCC970.07c	UniProtKB:O74560
SPAC26A3.11	UniProtKB:Q10166
SPAC22F3.09c	UniProtKB:P41412
SPAC4F8.12c	UniProtKB:O14187
SPAC959.06c	UniProtKB:Q9P4X0
SPBC24C6.11	UniProtKB:O74772
SPAC1006.02	UniProtKB:Q9UTR9
SPBC1773.05c	UniProtKB:P36624
SPAC1142.03c	UniProtKB:Q10668
SPBC21D10.07	UniProtKB:O74347
SPAPJ698.03c	UniProtKB:Q9UTT2
SPAC3G9.12	UniProtKB:O42874
SPAC3A12.04c	UniProtKB:P87120
SPBC887.12	UniProtKB:O94296
SPBC32F12.07c	UniProtKB:O74371
SPCC757.09c	UniProtKB:O74919
SPCC5E4.06	UniProtKB:P53692
SPBP8B7.22	UniProtKB:O94270
SPCC70.10	UniProtKB:P78797
SPAC1071.11	UniProtKB:Q9UTQ4
SPBC725.14	UniProtKB:O94330
SPAC17G8.04c	UniProtKB:Q10316
SPCC830.09c	UniProtKB:Q9UU90
SPBC1778.01c	UniProtKB:Q9Y7I8
SPCC757.11c	UniProtKB:O74921
SPAP8A3.06	UniProtKB:Q09176
SPAC607.10	UniProtKB:Q9US08
SPBC582.03	UniProtKB:P10815
SPAC27E2.07	UniProtKB:O14001
SPCC4G3.10c	UniProtKB:P87235
SPCC1259.05c	UniProtKB:O94705
SPBP35G2.03c	UniProtKB:Q9P7A0
SPAPYUK71.03c	UniProtKB:Q9UT00
SPBC21B10.02	UniProtKB:Q9USW0
SPAPB8E5.02c	UniProtKB:Q9UTM3
SPBC29B5.04c	UniProtKB:Q9HGP1
SPAC144.18	UniProtKB:Q9UTK8
SPBC19C7.06	UniProtKB:O60155
SPBC17G9.02c	UniProtKB:Q9UUE7
SPBC685.03	UniProtKB:Q9Y7L5
SPBC20F10.09	UniProtKB:O42978
SPCC584.13	UniProtKB:Q09887
SPBC530.15c	UniProtKB:O74829
SPAPYUG7.05	UniProtKB:Q9P7Y7
SPBC23G7.16	UniProtKB:Q9USV7
SPCC285.16c	UniProtKB:O74502
SPBC902.05c	UniProtKB:Q9USP8
SPAC22A12.17c	UniProtKB:O13908
SPCC1919.10c	UniProtKB:O94477
SPAC3C7.11c	UniProtKB:P36581
SPBC4C3.07	UniProtKB:O43060
SPAC30D11.12	UniProtKB:Q09900
SPAC1610.01	UniProtKB:O13777
SPAC110.03	UniProtKB:Q01112
SPAPB2C8.01	UniProtKB:Q9C0Y2
SPAC1420.01c	UniProtKB:Q9UTM5
SPBC16A3.16	UniProtKB:O42921
SPBC115.01c	UniProtKB:O42894
SPBC685.04c	UniProtKB:Q9Y7L6
SPBC18E5.07	UniProtKB:O94497
SPBC1347.02	UniProtKB:O74191
SPAC2F3.08	UniProtKB:O14091
SPCC1259.14c	UniProtKB:O94713
SPAC18B11.07c	UniProtKB:P23566
SPCC191.02c	UniProtKB:P78773
SPACUNK12.02c	UniProtKB:Q9P7I2
SPCC18.10	UniProtKB:O74860
SPAC4F10.12	UniProtKB:O36024
SPAC186.07c	UniProtKB:Q9P7P8
SPBC1198.04c	UniProtKB:Q9UTS5
SPAC11E3.02c	UniProtKB:O13683
SPAPB8E5.09	UniProtKB:Q9C0X6
SPAC222.03c	UniProtKB:Q9UTE9
SPAC26F1.02	UniProtKB:Q10492
SPCC285.13c	UniProtKB:O74500
SPBC16G5.14c	UniProtKB:O60128
SPBC8D2.16c	UniProtKB:O13641
SPBC9B6.04c	UniProtKB:Q9Y700
SPAC4H3.08	UniProtKB:Q10216
SPBC56F2.14	UniProtKB:P62506
SPCC23B6.02c	UniProtKB:Q9UUA0
SPAC16E8.06c	UniProtKB:O13741
SPAP7G5.06	UniProtKB:Q9P768
SPBC27B12.13	UniProtKB:O13656
SPAC27E2.05	UniProtKB:P87324
SPAC22A12.02c	UniProtKB:O13894
SPBC23E6.06c	UniProtKB:O60181
SPAC22E12.17c	UniProtKB:Q10367
SPAC57A10.10c	UniProtKB:P87058
SPBC23G7.13c	UniProtKB:O94469
SPBC2A9.11c	UniProtKB:Q1MTP1
SPCC1442.09	UniProtKB:O94582
SPAC644.14c	UniProtKB:P36601
SPCC965.10	UniProtKB:O59830
SPCC162.05	UniProtKB:O74421
SPAC1834.10c	UniProtKB:Q9P7Q5
SPBC530.07c	UniProtKB:O59743
SPAC2C4.15c	UniProtKB:O14048
SPBC28F2.08c	UniProtKB:Q9USV0
SPAC824.07	UniProtKB:Q9UT36
SPAC22G7.10	UniProtKB:Q09801
SPAC3H1.13	UniProtKB:Q10078
SPCC576.12c	UniProtKB:O74896
SPBC1773.03c	UniProtKB:O94562
SPBC1306.01c	UniProtKB:Q9USZ1
SPAC3A12.19	UniProtKB:Q5WRL1
SPAC56F8.14c	UniProtKB:Q10262
SPAC29E6.04	UniProtKB:Q09858
SPAC18B11.05	UniProtKB:Q09712
SPBC32H8.12c	UniProtKB:P10989
SPBC11C11.03	UniProtKB:Q10198
SPAC16E8.01	UniProtKB:O13736
SPAC1F3.02c	UniProtKB:Q10407
SPCC18.14c	UniProtKB:O74864
SPBP22H7.04	UniProtKB:Q9C0W3
