SPAC22H10.13	YOR031W
SPAC31G5.12C	YDR005C
SPCC794.12C	YKL029C
SPAPB8E5.03	NONE
SPCC1795.01C	YJL013C
SPBC20F10.06	YJL030W
SPBC3D6.04C	YGL086W
SPAC13G7.04C	YFR012W|YMR063W|YOL019W
SPAC17C9.02C	YGL154C
SPBC1105.02C	YDL131W|YDL182W
SPAC227.18	YIR034C
SPAC343.16	YDR234W
SPAP7G5.04C	YBR115C
SPBC16A3.03C	NONE
SPCC16A11.13	YDL087C
SPBC887.04C	YKL213C
SPCC1840.10	YJR022W
SPCC285.12	YNL147W
SPAC2F3.17C	YDR378C
SPBC20F10.09	YER146W
SPBC30D10.06	YER112W
SPBC9B6.05C	YLR438C-A
SPCC1620.01C	YBL026W
SPAC2F3.15	YKL139W
SPAC23E2.02	NONE
SPBC146.09C	NONE
SPAC1D4.11C	YLL019C
SPBC2G2.01C	YAL067C|YCR028C|YIL173W
SPCC1183.05C	YOR005C
SPBP19A11.06	YMR176W
SPBC3E7.16C	YNL104C|YOR108W
SPAC9E9.03	YGL009C
SPBC1A4.02C	YCL018W
SPBC18H10.02	YIL009W|YMR246W|YOR317W
SPAC21E11.08	YDR062W
SPAC1A6.09C	YHL003C|YKL008C
SPBC3E7.15C	YHL003C|YKL008C
SPBC16E9.13	YHR082C
SPCC576.15C	YDR490C|YOL100W
SPAC22E12.09C	YNL238W
SPBC947.12	NONE
SPAC3A11.05C	NONE
SPAC144.14	NONE
SPBC1685.15C	YGL216W
SPBC2F12.13	YGL216W
SPAC1834.07	YKL079W
SPAC664.10	YPR141C
SPBC4F6.06	YDR122W|YLR096W
SPBC1271.12	YHR001W|YKR003W|YOR237W|YPL145C
SPBC1718.03	YDR156W
SPAC1B1.03C	YLR347C
SPBC14F5.03C	YER110C
SPAC22H10.03C	YGL241W
SPCC1322.06	YPL125W
SPAC22G7.02	YGL016W
SPBC30B4.05	YGL238W
SPAC2F3.06C	YBR017C
SPBC28F2.10C	YDR176W
SPBC83.07	YER169W
SPAC25H1.02	NONE
SPAC1002.14	YML068W
SPBC839.08C	YKL165C
SPAC19G12.14	YDR208W
SPAC20G8.03	YDR387C|YDR497C|YOL103W
SPAC4F8.15	YDR387C|YDR497C|YOL103W
SPBC19G7.16	YPR133C
SPAC227.13C	YOR226C|YPL135W
SPAC25B8.13C	NONE
SPAC4A8.04	YEL060C
SPAC1039.09	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YGR191W|YKR039W|YOL020W
SPBC29B5.02C	YJL212C|YPR194C
SPAC1F8.05	NONE
SPBC365.12C	YML128C
SPBC13G1.06C	YER048W-A
SPBC3B9.17	YPR067W
SPCC645.03C	YLL027W
SPCC4B3.10C	YDR315C
SPCC191.11	YIL162W
SPBC646.09C	NONE
SPCC306.05C	NONE
SPAC23H3.02C	YPR094W
SPBC11C11.02	YMR032W
SPBC1604.08C	YNL189W
SPBP35G2.07	YMR108W
SPAC222.04C	YEL044W
SPAC6G10.08	YDL066W|YLR174W|YNL009W
SPBC106.15	YPL117C
SPBC902.05C	YOR136W
SPAC11G7.03	YNL037C
SPBC839.07	YGR203W|YPR200C
SPCC126.10	YOR126C
SPAC4F8.07C	YGL253W
SPAC24H6.04	YFR053C|YGL253W
SPBC839.11C	YPL244C
SPAC30D11.13	YDL064W
SPAC20G4.04C	YLR288C
SPBC31E1.03	YNR032C-A
SPCC622.09	YBL002W|YDR224C
SPAC19G12.06C	YBL003C|YDR225W
SPCC622.08C	YBL003C|YDR225W
SPAC1783.04C	YDR191W|YOR025W
SPCC132.02	YPL015C
SPAC3H1.11	YER130C|YKL062W|YMR037C
SPAC926.04C	YMR186W|YPL240C
SPAP8A3.04C	YFL014W
SPBC3E7.02C	YBR072W|YDR171W
SPCC550.06C	YOR020C
SPBC776.12C	YDL017W
SPAC2E12.02	YGL073W|YHR206W|YOR140W
SPCC1739.03	NONE
SPAC3G6.01	YER164W
SPAC1783.05	YER164W
SPAC222.07C	NONE
SPAC20G4.03C	NONE
SPAC23C11.13C	YDR399W|YJR133W
SPAC3G9.07C	YGL194C
SPBC1718.02	YIL072W
SPBC725.09C	YCR009C
SPBC21D10.12	YDR388W
SPBC2G5.06C	NONE
SPCC737.09C	NONE
SPCC162.09C	YLR450W|YML075C
SPBC21H7.07C	YOR202W
SPBC418.01C	YBR248C
SPBC11B10.02C	YIL116W
SPAC25G10.05C	YER055C
SPBC31F10.14C	YJR140C
SPBC31F10.13C	YBL008W
SPBC8D2.04	YBR010W|YNL031C
SPAC1834.04	YBR010W|YNL031C
SPAC23C4.12	YPL204W
SPBC3H7.15	YPL204W
SPBC8D2.03C	YBR009C|YNL030W
SPAC1834.03C	YBR009C|YNL030W
SPAC1805.06C	YGL040C
SPCC320.09	YOR176W
SPAC1F5.07C	YER014W
SPAC222.11	YDR044W
SPAC4F8.14C	YML126C
SPAC23C11.12	YFR036W
SPBC365.13C	YIL063C
SPAC139.06	YPL001W
SPAC29A4.16	YCR008W
SPBC1105.12	YBR009C|YNL030W
SPBC1105.11C	YBR010W|YNL031C
SPBC651.03C	YFL027C
SPAC144.10C	YJL091C
SPCC1223.03C	YIL155C
SPAP7G5.02C	YMR217W
SPBC2F12.14C	YHR216W|YLR432W|YLR432W|YML056C
SPCC777.05	YGR163W
SPBC337.13C	YML121W
SPBC354.01	YGR173W
SPAC1751.01C	YEL007W|YHR177W
SPAC688.04C	YIR038C
SPCC965.07C	YNL229C
SPCC191.09C	YNL229C
SPBC8D2.01	YDL079C|YMR139W|YNL307C
SPAC1687.15	YDL079C|YMR139W|YNL307C
SPAC3F10.04	YOL049W
SPAPB2B4.02	YPL059W
SPBC26H8.06	YDR098C|YER174C
SPCC1450.06C	YBR014C|YDL010W
SPAC15E1.09	YCL035C|YDR513W
SPAC4F10.20	YCL035C|YDR513W
SPBPB8B6.04C	NONE
SPBC26H8.08C	YER006W
SPBC32F12.03C	YBR244W|YIR037W|YKL026C
SPBC15D4.04	YBR243C
SPBPJ4664.06	YOR336W
SPAC26F1.06	YDL021W|YKL152C|YOL056W
SPCC11E10.02C	YDR331W
SPAC13G6.03	YJL062W
SPBC3D6.07	YPL175W
SPCC550.04C	YPL076W
SPAC18B11.05	YBR004C
SPAC1F12.09	YDR434W
SPBC1604.15	YHR188C
SPBC685.05	YNL038W
SPBC13E7.05	YJR013W
SPBC27B12.06	YLL031C
SPAPB2B4.01C	YMR281W
SPCC16A11.06C	YGL142C
SPBC30D10.11	YGR216C
SPBC354.12	YGR192C|YJL052W|YJR009C
SPAC23D3.04C	YDL022W
SPBC215.05	YDL022W
SPAC23H3.13C	YER020W
SPBC24C6.06	YHR005C
SPAC4G8.10	YHL031C
SPAC343.04C	YCL039W
SPAC16E8.03	YFL017C
SPCC1795.03	NONE
SPAC22E12.06C	YDR245W|YJL183W
SPAC5H10.13C	YDR245W|YJL183W
SPAC5H10.11	YDR245W|YJL183W
SPCC736.04C	YDR245W|YJL183W
SPAC1002.03C	YBR229C
SPAC22E12.17C	YER122C
SPBC12C2.12C	YML004C
SPAC23H4.06	YPR035W
SPBC31E1.05	YDL207W
SPBC36.12C	YOR057W
SPBC32H8.07	NONE
SPCC1753.02C	YDL035C
SPBC215.04	NONE
SPBC21C3.20C	NONE
SPCC1235.13	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPCC1235.14	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPBC1683.08	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPAC1F8.01	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPBC4B4.08	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPCC548.07C	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YIL171W|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPAC56E4.06C	YLR299W
SPAC664.09	YLR299W
SPBC211.06	NONE
SPBC29A3.17	NONE
SPAC31A2.16	NONE
SPAC24H6.09	NONE
SPAC22H10.12C	YER136W
SPAC824.08	YEL042W
SPAC31G5.14	YDR019C
SPAC22F3.10C	YJL101C
SPAC1952.05	YGR252W
SPBC36B7.09	YDR283C
SPBC800.08	YNL062C
SPAC140.02	YGR159C
SPBC20F10.01	YHR089C
SPBC646.12C	NONE
SPCC1902.01	NONE
SPCC24B10.07	YKL126W|YMR104C
SPAC1002.11	YLR088W
SPAC20G4.02C	YIL159W|YNL271C
SPAC1399.03	YBL042C|YBR021W|YIR028W
SPCC18.18C	YPL262W
SPBC16H5.03C	YDR390C
SPCC1235.07	NONE
SPAC11H11.05C	NONE
SPAC1F8.06	NONE
SPBP8B7.12C	NONE
SPAC1783.03	NONE
SPAC4F10.12	NONE
SPAC6F12.03C	NONE
SPAC3G9.06	YFL022C
SPBC1683.09C	YGL160W|YKL220C|YLL051C|YLR047C|YLR214W|YNR060W|YOL152W|YOR381W|YOR384W
SPCC895.05	YIL159W|YNL271C
SPBC12C2.13C	YBR293W|YCL069W|YGR224W|YPR198W|YPR198W
SPAC1805.09C	YBL013W
SPCC18.16C	YDR236C
SPBC14C8.03	YBL091C
SPBC3E7.10	YLR244C
SPBC16G5.15C	YIL131C|YNL068C
SPBC839.17C	YNL135C
SPBC1347.02	YLR449W|YML074C
SPAC1F7.07C	YBR207W|YER145C
SPAC1F7.08	YDR506C|YFL041W|YMR058W
SPAC19E9.02	YAR018C
SPBC1778.06C	YDR129
SPBC2D10.10C	YDL014W
SPAC1142.08	YPR104C
SPAC25A8.01C	YAL019W
SPCC1235.05C	YAL019W
SPAC20G8.08C	YAL019W
SPAC4D7.12C	YLR243W
SPAC23E2.01	NONE
SPAC19B12.05C	YMR277W
SPBC1198.14C	YLR377C
SPBC336.01	NONE
SPBC19C2.07	YKL060C
SPAC4A8.11C	YPL231W
SPAC926.09C	YKL182W
SPAC139.04C	NONE
SPBC354.15	NONE
SPBC3E7.01	YFR019W
SPBC106.20	YJL085W
SPAC17A5.14	YGL173C
SPBC29A10.05	YDR263C|YOR033C
SPBC2D10.05	YBR056W
SPAC12B10.11	YDR261C|YLR300W|YOR190W
SPBC1105.05	YDR261C|YLR300W|YOR190W
SPAC1006.08	NONE
SPAC31G5.10	NONE
SPBC2D10.13	YDR206W|YLR233C
SPBC28E12.05	YNR054C
SPAC56F8.16	NONE
SPAC23H4.03C	YML012W
SPAC30C2.05	YBR210W|YGL054C
SPAC3G6.08	YGR029W
SPCC1450.14C	YML130C
SPBC4F6.16C	YML130C
SPBC30B4.08	NONE
SPBC646.05C	YHR190W
SPAC13G7.01C	YHR072W
SPBC16E9.05	YML008C
SPAC19A8.04	YMR015C
SPBC337.09	YER044C
SPBC16G5.18	YNL280C
SPAC13A11.02C	YHR007C
SPBC215.09C	YPL028W
SPBC713.12	YGR175C
SPCC18B5.06	YNL001W
SPBP8B7.22	YBL040C
SPAC17A5.06	YIL143C
SPCC622.16C	YER051W
SPCC162.07	YDL161W|YLL038C|YLR206W
SPBPB21E7.01C	YGR254W|YHR174W|YMR323W|YOR393W|YPL281C
SPBC1815.01	YGR254W|YHR174W|YMR323W|YOR393W|YPL281C
SPAC23D3.10C	YLR144C|YNR067C
SPAC821.09	YLR144C|YNR067C
SPAC688.11	YNL243W
SPBC11G11.02C	YNL084C
SPAPB1E7.06C	YBR098W
SPBP23A10.14C	NONE
SPBC947.11C	YOR144C
SPAC3C7.08C	YPL226W
SPCC663.01C	YFR040W|YGL229C|YJL098W|YKR028W
SPCP31B10.07	YDR385W|YOR133W
SPAC513.01C	YDR385W|YOR133W
SPBC336.03	YLR310C
SPBC839.15C	YBR118W|YPR080W
SPAC23A1.10	YBR118W|YPR080W
SPCC794.09C	YBR118W|YPR080W
SPBC18E5.11C	YEL015W
SPBC428.02C	YHR208W|YJR148W
SPAC17H9.05	YKL172W
SPCC1223.10C	NONE
SPBC32F12.08C	YGL061C
SPAC3G6.02	YDR363W-A
SPBC530.14C	YMR216C
SPBC3B8.07C	NONE
SPAC30D11.03	YLL008W
SPAC13C5.02	YPR152C
SPAC6B12.11	YKL108W
SPBPJ4664.01	YBR003W
SPBC1677.02	NONE
SPBC21B10.11	NONE
SPAC31G5.16C	YPR183W
SPAC26A3.16	YMR276W
SPBC3D6.09	YDR121W
SPAC17G8.03C	YBR278W
SPBP8B7.14C	YPR175W
SPBC651.05C	YPL002C
SPBC25D12.02C	NONE
SPBC16D10.04C	YHR164C
SPAC30C2.06C	YMR211W
SPCC4B3.15	NONE
SPAC8E11.03C	YER179W
SPAC17G8.10C	YHR115C|YNL116W
SPAC19G12.12	YBR003W
SPAC1002.09C	YFL018C
SPAC1805.08	YER071C
SPBC26H8.10	YOL021C
SPBC776.02C	YER133W
SPCC736.14	YLR045C
SPAC19D5.06C	YGL246C
SPCC16A11.05C	YPR082C
SPBC13G1.12	YKR035W-A
SPBC646.17C	NONE
SPAC26A3.12C	YOR048C
SPAC1093.06C	YKR054C
SPCC1235.15	YOR245C
SPCC550.13	YDR052C
SPBC1198.02	YNL141W
SPAC17H9.10C	NONE
SPCC188.13C	NONE
SPAC19A8.12	YNL118C
SPBC3B9.21	YOL149W
SPAC31A2.15C	YCL016C
SPAC17A5.02C	YKL149C
SPBC543.06C	YHR169W
SPBC17D1.06	YGL078C
SPBP8B7.16C	YNL112W
SPAC31A2.07C	YDL031W
SPAC589.08C	YGR113W
SPAC977.16C	YFL053W|YML070W
SPAC22A12.11	YFL053W|YML070W
SPCC417.02	YKL138C-A
SPBC3B9.22C	YDR320C-A
SPAC14C4.16	YBR233W-A
SPAC1805.07C	YKR083C
SPAC16A10.05C	YDR016C
SPBC29A3.18	YOR065W
SPAC3A12.17C	YGR012W
SPBC36.04	YGR012W
SPBC19C7.03	YJL005W
SPCC553.04	NONE
SPAC21E11.05C	NONE
SPBC16H5.05C	YPL064C
SPBC17G9.05	NONE
SPBP8B7.25	YDR304C|YHR057C
SPBC1709.04C	NONE
SPAC57A10.03	NONE
SPAC9G1.06C	YDL117W
SPCC191.07	YEL039C|YJR048W
SPAPB1A10.04C	YKL019W
SPAC2E1P5.04C	YDL090C
SPBC28F2.04C	YPR101W
SPCC550.02C	YBR065C
SPBC31F10.11C	YLR117C
SPBC211.02C	YDR416W
SPBC887.05C	YIR005W
SPBC3B9.02C	YOR148C
SPCC1620.10	YGL174W
SPBC146.05C	YNL245C
SPBC13E7.02	YLR323C
SPCC10H11.02	YGL128C
SPBC13E7.01	YGR278W
SPAC4A8.09C	YDR482C
SPCC4B3.14	NONE
SPAC3A12.11C	YDL209C
SPAC30D11.09	YGR093W
SPCP1E11.07C	NONE
SPAC9.13C	YKL095W
SPBC337.06C	YDR163W
SPBC24C6.11	YCR063W
SPBC32F12.05C	YJR050W
SPBC646.02	NONE
SPBC215.12	YKL173W
SPBC18H10.10C	YKL095W
SPAC6F12.15C	YKL022C
SPAC17C9.13C	YIR011C
SPAC25G10.07C	YBL063W|YEL061C
SPAC56E4.04C	YMR207C|YNR016C
SPBC106.09	YNL172W
SPBC146.03C	YLR086W
SPAC6F12.14	YHR166C
SPAC19G12.01C	YDR118W
SPBC14C8.01C	YDR113C
SPCC962.03C	YNL189W
SPBP4H10.06C	YFR031C
SPBC649.05	NONE
SPAC1786.03	YML031W
SPCC5E4.04	YGR098C
SPAC24H6.03	YGR003W
SPAC17G6.12	YDL132W
SPCC584.02	YGL166W|YMR021C|YPR008W
SPAC31A2.11C	YGL166W|YMR021C|YPR008W
SPCC757.07C	YDR256C|YGR088W
SPBC23G7.16	YHR175W
SPAC1142.05	YLR411W
SPCC1393.10	YLR411W
SPAC19D5.11C	YHR191C
SPBC902.02C	YMR078C
SPBC3B9.11C	YGL044C
SPACUNK4.07C	YEL031W
SPBC839.06	YDR038C|YDR039C|YDR040C
SPBC17G9.08C	NONE
SPAC17A2.09C	YBR212W|YHR086W
SPAC1952.12C	NONE
SPAC1687.13C	YDL216C
SPAC22A12.03C	NONE
SPAC222.16C	NONE
SPAPB17E12.04C	NONE
SPBC215.03C	NONE
SPAC1D4.06C	YKL139W
SPBC651.07	NONE
SPBC2G2.09C	NONE
SPAC1610.03C	NONE
SPAC23C4.02	YLR429W
SPAC1805.17	YGR218W
SPBC19F8.07	YDL108W
SPAC13G7.08C	YNL182C
SPBC342.05	YDR217C
SPAC19G12.10C	YBR139W|YMR297W
SPAC3A11.02	YPL054W
SPAC17G6.04C	YDL090C
SPAC9G1.12	YJL125C
SPAC6B12.15	YMR116C
SPCC1259.05C	YDL067C
SPAC24C9.16C	YLR395C
SPAC1B2.04	YHR051W
SPCC338.10C	YIL111W|YNL052W
SPAC1296.02	YGL187C
SPAC1782.04	YLR204W
SPCC1442.15C	YGR062C
SPBC26H8.14C	YLL009C
SPCC1739.09C	YGL191W
SPCC1442.08C	YLR038C
SPBC365.02C	YPL172C
SPBC337.15C	YOR125C
SPBC146.12	YGR255C
SPCC4G3.04C	YML110C
SPAC1687.12C	YDR204W
SPCC162.05	YOL096C
SPAC56F8.04C	YNR041C
SPCC16A11.07	YOL008W
SPAC3C7.11C	YAL058W
SPBC1105.17	YKL049C
SPCC188.03	YDR325W
SPCC306.03C	YBL097W
SPBC776.13	YLR272C
SPAC23A1.06C	YGL158W|YLR248W
SPACUNK12.02C	YFR014C|YOL016C
SPAC4G9.11C	YKL032C
SPBC36.05C	YNL330C
SPBC428.08C	NONE
SPBC800.03	YNL021W
SPAC1B3.17	NONE
SPBC2D10.17	NONE
SPAC1782.09C	YFR028C
SPBC9B6.08	YGR167W
SPAC1805.05	YER123W|YHR135C|YNL154C
SPBP35G2.05C	YER123W|YHR135C|YNL154C
SPBC1347.06C	YER123W|YHR135C|YNL154C
SPAC1851.03	YGL019W|YOR039W
SPAC23C11.11	YIL035C|YOR061W
SPAC6C3.04	YCR005C|YNR001C
SPAC12G12.03	YBL051C
SPBC16A3.18	YBL051C
SPAPB2B4.03	YGR108W|YPR119W
SPCC4E9.02	NONE
SPCC338.04	YBL107C
SPAC17H9.01	NONE
SPAC12G12.13C	YNL299W|YOL115W
SPAC821.04C	NONE
SPCC663.12	NONE
SPBC1685.06	NONE
SPAC19D5.03	NONE
SPCC663.05C	YJL115W
SPBC1709.01	YBR038W|YNL192W
SPAC13G6.12C	YBR038W|YNL192W
SPCC417.05C	YBL061C|YDL203C|YER096W
SPBC16C6.10	NONE
SPAC18G6.02C	NONE
SPBC26H8.03	YGR157W
SPBC337.16	YJR073C
SPCC1259.13	YBR274W
SPAC26A3.05	YGL206C
SPCC285.09C	YGL248W
SPAC8C9.03	YIL033C
SPBC1709.15C	YLR115W
SPBC1709.08	YDR301W
SPAC6G9.12	YLR330W
SPBP35G2.10	NONE
SPBC3E7.12C	YBL061C|YDL203C|YER096W
SPCC1450.11C	YFL033C
SPBC2F12.08C	YGL130W
SPAC17H9.19C	NONE
SPBC428.18	YJR046W
SPCC18B5.11C	YPL153C
SPAC57A10.02	YCL024W|YDR507C|YKL101W
SPAC644.06C	YCL024W|YDR507C|YKL101W
SPBC12D12.02C	NONE
SPBC32H8.10	YPR161C
SPAC27F1.02C	YIL138C|YNL079C
SPBC21.06C	YAR019C
SPBC336.04	YDL102W
SPAC644.12	YMR213W
SPAC1565.08	YDL126C
SPAC17D4.02	YLR103C
SPAC110.03	YLR229C
SPAP8A3.08	YGL106W
SPBC9B6.10	YDR168W
SPCC1682.04	YOR257W
SPAC4A8.15C	YOR122C
SPBC19C2.01	YNR011C
SPBC1734.02C	YJR043C
SPAC24H6.05	YMR036C
SPAC8F11.07C	NONE
SPBC1347.10	YIL150C
SPAC1F7.05	YER070W|YIL066C
SPCC16A11.17	YPR019W
SPBC25H2.13C	YNL262W
SPBC11B10.09	YBR160W
SPBC14C8.07C	YJL194W
SPAC20G8.01	YDL164C
SPAC6F6.08C	YMR055C
SPAC20G8.05C	YMR032W
SPBC24C6.07	NONE
SPBC582.03	YGR108W|YPR119W
SPAC1F5.04C	YIL159W|YNL271C
SPCC1739.11C	YOR373W
SPBC336.12C	YLR182W
SPAC27E2.05	YJR006W
SPAC23H4.09	NONE
SPAC19G12.03	YLR307W|YLR308W
SPBC337.05C	YJL008C
SPBC25H2.12C	YJL111W
SPBC646.11	YDR188W
SPAC1420.02C	YJR064W
SPBC106.06	YDL143W
SPBC1A4.08C	YJL014W
SPAC1D4.04	YIL142W
SPBC12D12.03	YDR212W
SPAC22E12.04	YMR038C
SPCC31H12.08C	YAL021C
SPBC29A10.01	YHR042W
SPCC188.07	NONE
SPAC25G10.02	YKL011C
SPCC4B3.17	YPL215W
SPBC1105.04C	NONE
SPBC14F5.12C	YDR081C
SPAC9E9.10C	YDR081C
SPBP26C9.02C	YPL111W
SPCC306.09C	YNL138W
SPAC29A4.05	NONE
SPAC3A12.14	YBR109C
SPBC609.04	YPR156C
SPAC222.10C	NONE
SPAC13D6.02C	YNL255C
SPBC1D7.05	YLR362W
SPAC1D4.13	NONE
SPBC3D6.02	NONE
SPAC27D7.12	NONE
SPAC15A10.16	YLR319C
SPAC23H3.08C	YOR026W
SPCC1322.12C	YGR188C
SPAC607.09C	YJL059W
SPAC4F10.14C	YDR252W|YPL037C
SPAC13D6.04C	YIL001W
SPCC330.11	NONE
SPBC800.06	YOL077C
SPAC9.03C	YER172C
SPBC13E7.10C	YGR246C
SPBC582.05C	YHR154W
SPAC1002.06C	NONE
SPAC6G9.13C	NONE
SPCC962.06C	YLR116W
SPBC14C8.16C	YGR165W
SPAP14E8.03	YLR078C
SPBC215.02	YML094W
SPCC364.02C	NONE
SPCC962.02C	YJR089W
SPAC22A12.15C	YJL034W
SPCC1235.02	YGR286C
SPCC1840.02C	YGR032W|YLR342W|YMR306W
SPAC19B12.03	YGR032W|YLR342W|YMR306W
SPAC24C9.07C	YGR032W|YLR342W|YMR306W
SPBC19G7.05C	YGR032W|YLR342W|YMR306W
SPAC26H5.08C	YGR282C
SPCC18B5.01C	YDR011W|YDR406W|YNR070W|YOR153W|YOR328W|YPL058C
SPAC3G9.16C	YML077W
SPAC644.18C	YKR068C
SPAC23C4.13	YIL004C
SPBC32H8.03	YNL320W
SPCC1919.14C	YNL039W
SPBC530.03C	YIL016W
SPBC16G5.11C	YIL016W
SPAC14C4.04	NONE
SPAC1556.03	YHR076W
SPAC3H8.06	YKL004W
SPAC1002.07C	NONE
SPBC29A10.13	YKL016C
SPCC1840.06	YDR298C
SPBC1604.07	YPL078C
SPBC1734.13	YBR039W
SPAC22F3.07C	YPR020W
SPAC222.12C	YJR121W
SPAC23C4.11	YML081C-A
SPBC1604.11	YDR377W
SPBC13E7.04	YDL004W
SPBC31F10.15C	YPL271W
SPBC29A3.10C	YLR295C
SPAC9.12C	YJL180C
SPAC3A12.12	YNL315C
SPAC4G8.11C	YLR393W
SPAC14C4.14	YBL099W
SPAC15A10.01	YMR301C
SPAC1250.04C	YDL200C
SPBC15D4.07C	YDL149W
SPBP8B7.24C	YBL078C
SPAC2G11.13	YCL038C
SPCC16A11.08	YDL113C
SPAC23C4.16C	YCR068W
SPAC4F10.07C	YPR185W
SPAC1783.06C	YBR217W
SPAC22F3.02	NONE
SPBC2F12.09C	NONE
SPBC29B5.01	NONE
SPCC1672.06C	YLR410W
SPBC27.02C	YKL052C
SPBC13G1.08C	YLR015W
SPAPB1A10.09	YOR058C
SPBC23E6.05	YDR101C
SPAC1071.06	YMR033W
SPCC550.12	YLR085C
SPAC23D3.09	YJL081C
SPAC630.03	YJR065C
SPAC11H11.06	YDL029W
SPAC1834.02	YDR127W
SPCC320.13C	YPL209C
SPBC1773.14	YHR018C
SPBC56F2.09C	YOR303W
SPBC215.08C	YJR109C
SPAC4G9.10	YJL088W
SPBC428.05C	YOL058W
SPAC4G9.09C	YER069W
SPCC777.09C	YOL140W
SPBC4F6.18C	YDL137W|YDL192W|YOR094W
SPAC6G9.07C	YKL013C
SPBC1778.08C	YLR370C
SPAC6F6.10C	YNR035C
SPAC17G8.04C	YIL062C
SPBC14C8.06	YBR234C
SPAC23A1.03	YDR441C|YML022W
SPAC30D11.05	YJL024C
SPBC685.04C	YJR058C
SPAC13G6.14	YOR163W
SPAPJ760.02C	YCR088W
SPBC3D6.10	YBL019W
SPCC622.17	YKL114C
SPAC31A2.09C	YOL062C
SPBC651.11C	YBR288C
SPBP16F5.07	YPL259C
SPAC23H3.06	YGR261C
SPAC144.06	YPL195W
SPCP1E11.06	YPR029C
SPBC691.03C	YBL037W
SPBC947.02	YKL135C
SPBC2G2.06C	YJR005W
SPCC4G3.02	YDR305C
SPBC1921.05	YHR047C|YKL157W
SPAC959.09C	YOR249C
SPBP23A10.04	YLR127C
SPBC83.04	YIR025W
SPAC27D7.05C	NONE
SPBC28E12.01C	YDR260C
SPAC343.03	YDL008W
SPBC1A4.01	YGL240W
SPBC530.10C	YBL030C|YBR085W|YMR056C
SPAC2E1P3.02C	YGR121C|YNL142W|YPR138C
SPAC664.14	YGR121C|YNL142W|YPR138C
SPCPB1C11.01	YGR121C|YNL142W|YPR138C
SPCC290.04	YJL110C
SPBC15D4.10C	NONE
SPBC359.02	NONE
SPCC965.08C	NONE
SPAC890.02C	NONE
SPBC428.20C	YNL126W
SPBP23A10.08	YJL081C
SPAC22F3.05C	YMR138W
SPBC365.15	YHR172W
SPAC8E11.07C	YOR265W
SPAC22H10.10	YER007W
SPCC4G3.19	NONE
SPCC895.07	NONE
SPAC23H4.12	YPR023C
SPAC13D6.05	YNL148C
SPBC11C11.04C	YOR349W
SPAC1486.04C	NONE
SPAC1834.05	YNL219C
SPAC17C9.07	YOR067C
SPBC342.01C	YOR002W
SPBC56F2.10C	YPL227C
SPAC7D4.06C	YBL082C
SPBC11B10.01	YGL065C
SPAC56E4.02C	YGL047W
SPBC1734.12C	YNR030W
SPCC330.08	YNL048W
SPAC56F8.06C	YGR227W
SPAC23C4.14	YBR110W
SPAC15A10.08	NONE
SPCC1281.01	NONE
SPCC736.11	NONE
SPBC646.06C	NONE
SPAC14C4.09	NONE
SPAPB24D3.10C	NONE
SPBPB21E7.07	YHR029C
SPAC4G9.03	YDR226W|YER170W
SPAC5H10.06C	YGL256W
SPCC13B11.01	YBR145W|YMR083W|YMR303C|YOL086C
SPCC18.01C	YMR244W
SPAPJ760.03C	NONE
SPAC20G4.06C	YLL050C
SPBC2G2.08	YBR084W|YGR204W
SPBC14F5.09C	YLR359W
SPBC409.10	YAR015W
SPCC1322.13	YOR128C
SPCC569.08C	YDR408C
SPAC4D7.08C	YMR300C
SPAC6F12.10C	YGR061C
SPAC144.03	YNL220W
SPCPB16A4.03C	YLR028C|YMR120C
SPBC405.01	YGL234W
SPBC106.04	YML035C
SPBC32H8.12C	YFL039C
SPAC631.01C	YIL034C
SPAC12B10.07	YKL007W
SPAC6G10.12C	YLR131C
SPBC1861.02	NONE
SPBC2D10.18	YGL119W
SPAC3H5.04	YBL074C
SPBC1652.02	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YGR191W|YKR039W|YOL020W
